Source,Exercise,Participant,label,hand,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
naama_pilot,raise_arms_bend_elbows,41_1.xlsx,1,right,3.020818514,-0.130550537,0.484234499,-0.261736998,1.008570804,-0.908089608,0.168137764,-1.062941284,-0.24207898,-2.870034684,-0.222703589,-3.080419374,2.863815449,3.907597301,2.587962121,-2.642844648,3.695932183,3.986747318,2.240579058,0.533933524,1.012184537,0.465861986,1.380758047,0.918650009,1.781958389,0.216051981,0.556712368,-0.047852414,0.397289411,-0.361237173,-0.734371314,-1.656293978,1.881669027,0.069791392,-0.972714265,-1.944297898,-0.633794311,3.13963527
naama_pilot,raise_arms_bend_elbows,42_3.xlsx,1,left,6.294213826,-0.20003932,-0.164499953,-0.253729694,0.200111829,0.03246704,-0.205272721,-0.692125788,0.081759823,-2.049308229,1.008946802,-3.220472026,3.262031725,3.803087023,2.971011608,-4.599838646,3.986570541,3.545027105,2.636958189,0.241354898,1.072022286,0.205300752,-0.010447733,0.037992984,0.333000028,0.166188512,0.837868224,2.833341452,-0.525520038,-1.467517445,-0.174754209,0.249029592,-0.008748606,-0.043569036,-0.468191448,-1.039647334,-0.221703823,3.13963527
naama_pilot,raise_arms_bend_elbows,42_3.xlsx,1,right,9.567609139,1.556336604,1.524406124,-1.598372276,2.169061977,1.703735099,1.999984718,-1.259315703,0.321937041,-2.49076681,0.516543145,-1.825649232,2.104699702,2.572227718,2.346364526,-2.385944383,4.16074445,2.728794868,1.716858953,0.567279807,1.511639492,0.09275987,1.216251485,1.084640696,1.335707841,0.359700684,2.323279475,2.833341452,-0.624919678,-1.67722266,-0.174754209,0.537438853,-0.008748606,-0.731825143,-1.561073273,-1.16654237,-0.221703823,3.13963527
naama_pilot,raise_arms_bend_elbows,43_2.xlsx,1,left,0.838554972,-1.205305859,-0.015900038,0.489437938,-0.177995391,-1.212617543,-0.961632023,-1.675049842,-0.105876436,-1.078627769,-0.327628445,-0.233921726,-0.234878672,2.770328878,0.950545027,-0.686887267,0.239891334,1.180757563,0.348142304,2.149285892,1.560459324,2.092114698,1.183829718,1.996983285,1.798031526,1.939006426,1.63627245,0.64337571,0.142704387,-0.33629194,0.500138484,-1.752806944,-1.917947757,-0.1065229,-0.933741176,-0.380359415,7.866554808,-2.760839368
naama_pilot,raise_arms_bend_elbows,43_2.xlsx,1,right,1.384120857,2.608066957,5.107400803,0.220826491,-0.167900817,3.011390415,6.277844772,-1.256879761,0.240248415,-1.803249348,-0.470914102,-0.371743714,-0.000351898,2.028656376,0.335834577,-0.373672486,0.106656335,1.127512433,-0.028006519,0.93675367,1.912326566,1.050827417,1.053403087,0.936868719,1.14652292,0.96817153,1.65644099,0.64337571,-0.004083038,-0.517125051,0.73855132,-1.752806944,-1.917947757,-0.301088552,-1.043309411,-0.644784051,7.866554808,-2.760839368
naama_pilot,raise_arms_bend_elbows,44_1.xlsx,1,left,1.929686743,2.477576436,1.349976278,-1.873208133,3.312700503,4.052730149,1.996482116,-1.64552327,-0.987992057,-4.065806813,-0.546867347,-3.917520059,1.44014246,3.520344359,1.916302589,-5.406594318,3.349884175,3.263286059,0.69970144,0.55893489,0.659699289,0.243697709,1.153469243,0.576655765,0.522553371,0.422673329,0.864726743,-1.217126158,0.614282677,-0.748817517,-0.257969211,2.091846496,0.238149453,-1.254542143,-1.279222903,-1.550466665,-0.312971152,-0.794014488
naama_pilot,raise_arms_bend_elbows,44_1.xlsx,1,right,3.020818514,7.391943217,2.938008139,-2.183811499,3.539517663,6.527217451,3.747639462,-1.418963609,-0.339028025,-4.025970637,-0.870553164,-2.900223018,2.362494039,2.138734144,3.317189209,-4.249083724,3.492667035,2.514554677,2.187311868,-0.199221107,0.158387482,-0.246645445,1.012083239,-0.175553635,0.112116572,0.016176928,0.3151503,-1.217126158,0.338583073,-1.169389946,2.929768352,2.521276058,1.812958694,-1.12342996,-1.820666084,-2.638767683,-0.625746752,0.779445415
naama_pilot,raise_arms_bend_elbows,45_2.xlsx,1,left,11.2043068,1.766421091,2.827587397,0.175340821,0.303214789,1.444851065,3.095334259,-0.803620512,-0.042723627,-2.463406421,-0.735408387,-1.045098,0.085798053,0.331781558,-0.072274959,-0.270319041,0.115654867,-0.043880227,-0.141080559,0.255213038,0.797149046,0.434402718,0.930114071,-0.290904513,0.470255573,0.329089504,1.1219847,2.717060085,-0.470681256,-1.249955924,1.324226027,-1.7616639,-1.854655595,0.031385868,-1.020015658,-1.663661936,5.761239547,-2.367474392
naama_pilot,raise_arms_bend_elbows,45_2.xlsx,1,right,7.930911483,7.724983235,6.818258831,-0.009136615,0.189493999,8.583614077,8.224837468,-1.523726159,-0.509072973,-0.40053515,3.686436835,-0.17871114,0.346841126,-0.036393082,0.069578761,0.012371193,-0.131648472,0.349736084,-0.096897005,0.753460535,1.243285607,0.731751048,1.598829386,0.391844363,0.863372986,1.094018349,1.69628654,2.717060085,-0.593886597,-1.796682886,-0.779223653,-1.7616639,-1.854655595,-1.263108915,-1.964427565,-2.60021269,5.761239547,-2.367474392
naama_pilot,raise_arms_bend_elbows,46_3.xlsx,1,left,4.65751617,1.993202733,3.612524277,0.559250322,0.774035615,0.257100477,4.148241021,-1.345182666,-0.063385316,-3.401727447,0.389029166,-6.786908967,3.950495916,6.27451551,2.703226263,-7.164725909,5.82476802,5.894572704,2.846034158,1.093442054,1.358079565,1.359182222,1.917782083,0.558984795,2.963469633,0.842344736,0.863706726,1.018060115,0.242908911,-0.380111458,1.115753845,-1.792112516,-1.935965489,-0.530004395,-0.836217622,0.499075869,8.724961031,-2.760839368
