Source,Exercise,Participant,hand,label,Unnamed: 0,Unnamed: 0.1,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
naama,raise_arms_horizontally,2_1_1.xlsx,left,1,218,32,-1.825670371,7.290413426,-0.550536582,0.329745615,0.126549864,10.30418058,0.897994661,-0.528798338,1.450011324,2.043023557,2.942194237,0.936177401,0.787595625,0.318834475,0.462460978,1.213454152,0.720784389,0.682803656,1.217887779,-0.340422638,-0.271126197,-0.350849922,-0.454564941,0.250703891,0.005302648,0.394351613,0.060582869,-0.111388781,-1.028963702,-0.64496092,-1.729694856,-1.889735696,-0.797424652,0.349311765,-1.025350911,-0.610406207,-0.084786919,-0.79086334
naama,raise_arms_horizontally,2_1_1.xlsx,right,1,219,33,-1.825670371,7.490981363,-0.562094587,0.581748419,-0.548723508,9.831066123,-0.046510421,-0.411600763,-0.709285082,2.176626203,2.599455011,1.013357067,0.210003982,0.252385313,0.690905213,0.130486565,-0.194585056,0.931015129,2.739384599,-0.419273153,-0.433621867,-0.237753761,-0.326831188,-0.032638071,-0.096612712,0.158683449,-0.212078543,-0.111388781,-0.995204831,-0.676294147,-1.729694856,-1.889735696,-0.797424652,0.237016785,-0.984874777,-0.613615267,-0.084786919,-0.79086334
naama,raise_arms_horizontally,2_1_2.xlsx,left,1,220,34,3.344369618,6.519677347,-0.20219461,0.407616632,-0.429128997,7.965026262,-0.409173877,-0.777617805,0.877868562,-0.185400051,0.281942498,0.424955176,-0.232853858,-0.019590776,-0.546013695,0.205483436,-0.138641819,0.171737206,-0.311712721,0.337979302,1.634699639,-0.197211047,1.177205822,0.953302132,1.709760322,0.700113121,2.126085296,9.317132535,-1.685011709,-1.831201769,0.225743944,-0.184468514,0.331550591,-1.143669218,-1.823537443,-0.543838936,-0.298796261,3.13618221
naama,raise_arms_horizontally,2_1_2.xlsx,right,1,221,35,3.344369618,6.773802699,1.124795186,0.881264297,-0.175776614,10.05468032,2.137087413,-0.921860975,1.193687658,-0.90479891,0.273822023,-0.145699782,0.724332858,2.354629757,1.308952411,-3.498064375,1.977464768,4.69081724,3.732568861,1.278971372,2.911915354,1.217931038,1.849755667,0.816251035,2.156154038,2.53296739,3.933586721,9.317132535,-1.114249831,-1.442867179,0.225743944,-0.184468514,0.331550591,-0.616868098,-1.575302539,0.012844123,-0.298796261,3.13618221
naama,raise_arms_horizontally,3_1_1.xlsx,left,0,222,36,-1.825670371,7.744120811,2.477174467,0.734878459,-0.500088207,11.62882565,1.183720565,-1.067907184,0.427350056,1.842619589,0.25815103,1.281394953,-0.545090488,0.215413672,-0.271452968,-0.646298804,0.008811632,0.723728547,0.188513298,0.158259374,-0.056922819,0.939249232,0.701147675,-0.025975962,-0.043335995,1.617140097,1.060968167,1.067176384,-0.721171128,-0.58178982,-2.408393051,-2.444252558,-1.041160635,-0.688525083,-1.423129461,0.470761351,-0.013392427,-0.79086334
naama,raise_arms_horizontally,3_1_1.xlsx,right,0,223,37,-1.825670371,6.284533723,0.071268792,1.537899615,-0.712295871,9.305207422,1.337536373,0.525979837,0.571782961,2.889173644,0.845374627,1.020674574,-0.694808473,-0.346069121,-0.356109258,0.121108817,-0.138861875,-0.03278094,-0.03217774,-0.213231525,-0.222122019,-0.082597646,-0.403287876,-0.122160669,-0.173637107,0.044012477,0.060940027,1.067176384,-0.475249268,-0.054264023,-1.223120121,-2.444252558,-1.041160635,-0.409223861,-1.223606802,1.317171899,-0.013392427,-0.79086334
naama,raise_arms_horizontally,3_1_2.xlsx,left,0,224,38,-0.533160374,6.059351563,-0.111661136,0.902536756,-0.580223998,8.250773826,0.359033987,-0.384812746,-0.893050096,3.191370103,-0.387984581,1.284601245,-0.908341187,-0.366618251,-0.658725177,0.235000282,-0.230157543,-0.21615676,-0.442844412,-0.140946386,-0.401821466,-0.726024383,-0.432213456,0.058930862,-0.133647327,-0.193022094,-0.264558301,9.345878027,-2.090811243,-1.370190304,-0.875610699,-3.396684792,-1.227681567,-0.226359156,-1.138860252,0.432919446,0.05132697,0.518151843
naama,raise_arms_horizontally,3_1_2.xlsx,right,0,225,39,-0.533160374,7.37036322,0.931730749,1.051175092,0.106304936,9.688146033,-0.032813081,-0.753147982,0.322100819,2.984604105,0.56023046,1.222128924,-0.563363576,-0.073718149,-0.54069802,0.22191922,-0.229465969,0.118971605,-0.251104203,0.084657409,-0.316515828,0.330963947,-0.39607758,0.144286858,0.159010726,0.731707542,-0.082203164,9.345878027,-1.827191996,-1.168672408,-0.875610699,-3.396684792,-1.227681567,0.050127859,-0.982162412,0.717696801,0.05132697,0.518151843
naama,raise_arms_horizontally,4_1_1.xlsx,left,0,226,40,-1.179415373,6.879195864,-0.304230418,0.225414857,0.056112871,10.09442318,1.146835667,-1.196824516,0.736170921,0.384124045,2.242136767,0.156098377,2.048611861,-0.180978912,-0.650753136,-0.177222822,0.257817485,1.092264345,1.697391479,0.713310584,2.197380179,0.485644306,2.509299255,1.041404671,1.069807913,2.038990909,3.882839195,2.360723515,-1.410099537,-1.42138102,-0.541413539,-3.278647103,-0.878348311,-0.444791401,-1.530667587,-0.835616112,-0.062522783,-0.354524945
naama,raise_arms_horizontally,4_1_1.xlsx,right,0,227,41,-1.825670371,7.03712217,-0.333003143,0.599861097,-0.572870671,12.5619103,1.245986272,-0.177205613,-1.128885878,0.462058922,-1.11210972,1.114366054,-0.662899276,0.954288499,1.249682979,-0.41033837,0.09473861,2.479288022,4.709715116,-0.466030312,-0.463824855,-0.156583271,-0.435030792,-0.010268868,-0.151673892,0.410290043,-0.191018775,2.360723515,-1.556252393,-1.461594389,-2.434299066,-0.725203466,-0.878348311,-0.644483328,-1.714944722,-0.711643286,-0.062522783,-0.354524945
naama,raise_arms_horizontally,4_1_2.xlsx,left,1,228,42,-1.179415373,6.61900941,-0.375186142,0.480042373,-0.291642125,8.141839186,-0.111390441,-0.649902499,0.429433616,-0.951902407,2.856862929,-3.853035939,8.388865809,2.403554181,2.631494145,-14.39254279,9.597219846,5.941152486,9.100458931,0.027262494,0.656072111,-0.580926979,0.082001544,0.198679023,0.00503253,0.441589261,0.70040542,0.923448925,-0.762433857,-1.052943242,-0.308370583,-3.239351142,-0.589597232,0.242476106,-1.093619854,-1.086252485,-0.136404888,-0.354524945
naama,raise_arms_horizontally,4_1_2.xlsx,right,1,229,43,-0.533160374,6.443571069,1.624547532,-0.458538801,-0.310157716,9.256289173,2.410066542,-2.293458968,0.249902922,-1.341576789,2.048726373,-1.515258767,5.854050958,5.906917972,2.468538442,-8.144771868,2.577800914,14.20190576,7.057226807,1.623805095,3.048313862,0.957640583,2.15169048,6.724594659,5.304809017,1.22920962,1.146573074,0.923448925,-0.231959764,-1.48516772,-0.308370583,-3.239351142,-0.589597232,-0.444403206,-1.391438703,-1.60441491,-0.136404888,-0.354524945
naama,raise_arms_horizontally,5_1_2.xlsx,left,1,231,45,-0.533160374,6.364951561,-0.590966396,0.59916689,-0.794648813,8.91570647,-0.356251961,-1.205195772,-0.234159278,3.938908714,-0.156511659,1.514154069,-0.856125224,-0.440012862,-0.720172042,0.399171371,-0.238856124,-0.146995415,-0.63487134,0.332593651,0.176690531,0.488556368,1.272769034,0.590749241,0.660193521,0.630497047,0.765877902,6.586310813,-1.678472999,-1.262745474,-2.285077689,-1.096097827,-1.181880951,-0.871017113,-1.73268504,0.696010727,0.034494122,0.081813449
naama,raise_arms_horizontally,5_1_2.xlsx,right,1,232,46,-0.533160374,5.79398641,2.367783036,0.833834781,-0.474025312,10.23519009,0.844498288,-1.724213604,-0.210371186,3.032319335,0.685025168,1.349140455,-0.639617005,-0.062244018,-0.652332426,0.175806129,-0.228661636,0.332098357,-0.288356726,1.453790531,1.437320902,2.492336331,3.637504761,1.452794433,1.479703479,3.033651662,3.312906521,6.586310813,-1.281964345,-0.991512905,-2.285077689,-1.096097827,-1.181880951,-1.011271625,-1.714157269,1.074924362,0.034494122,0.081813449
naama,raise_arms_horizontally,6_1_1.xlsx,left,0,233,47,-1.825670371,6.831592999,-0.522443659,0.958759019,1.050992998,9.191977508,-0.259682036,-2.357080509,-0.887955775,-1.475179434,-0.106035459,-0.813424931,1.269080481,1.613171518,1.535820655,1.086096466,-0.146993677,2.252948114,2.385059492,1.675631135,0.207135227,0.278777708,-0.192982767,0.942533601,0.191292852,0.722932238,-0.125914587,-4.451958045,0.437508472,-0.669545765,2.355576179,2.500128439,-2.842211354,-0.177298817,-1.450400411,-2.123827537,2.01960926,-2.972555312
naama,raise_arms_horizontally,6_1_1.xlsx,right,0,234,48,-1.825670371,6.109375015,-0.429935229,1.176926562,-0.861523386,7.803313787,-0.422644131,-2.028927299,-1.666262911,-2.388130844,-1.418251922,-2.104765897,-0.516756952,0.805485292,-0.2646002,-0.204412136,-0.027908001,1.892075653,0.081975531,1.536799212,-0.483726882,0.828339597,-0.600964015,0.425451738,-0.115548646,1.26976834,-0.334021337,-4.451958045,0.098239747,-0.85516234,-2.198682537,2.500128439,3.606861476,-0.315345794,-1.520463185,-2.336607976,-0.538054875,0.954490238
naama,raise_arms_horizontally,6_1_2.xlsx,left,0,235,49,-1.179415373,2.125340734,4.438804399,-2.557267421,-0.353860821,2.761210019,3.936735396,-3.4626443,-1.659231776,-2.083813707,4.711988681,0.152814257,1.537859959,0.33615156,1.555557693,-3.152571212,0.488524048,2.329675137,3.642612827,1.688174675,2.30698184,0.246645792,1.210862649,1.252273002,2.162790195,2.517858848,2.465890649,-4.768158455,-0.123355858,-1.769040601,-1.125669383,-2.223372527,-2.8134392,-0.966771179,-1.901104331,-2.693959836,1.909905529,-2.972555312
naama,raise_arms_horizontally,6_1_2.xlsx,right,0,236,50,7.868154609,8.078951883,1.290310465,-2.198825797,-0.633272801,10.37612978,1.532280415,-3.417718563,-1.553034391,-3.969095479,-0.521926908,0.92010734,0.995773431,-0.692444547,0.685722696,-4.214109147,2.14346227,0.66175832,1.331145523,-0.821891597,0.438678883,-1.19502509,0.072701352,1.192555974,0.728418199,-0.025030013,0.576339518,-4.768158455,-1.990448406,-3.553884144,8.87492932,-0.803320288,-1.322767596,-2.713815708,-3.308751665,-4.048747048,0.088475323,-2.099878523
naama,raise_arms_horizontally,7_1_1.xlsx,left,1,237,51,-1.825670371,9.654504786,2.678751205,0.405347516,-0.592380588,10.54087942,-0.184303977,-0.481919308,0.940819641,10.45999021,14.86711788,1.946547587,-0.734997884,-0.435547523,-0.344091784,0.343290021,-0.270192275,0.226755345,0.18283336,-0.631336078,-0.480325232,-0.653219472,0.032385217,-0.184130126,0.019646226,0.243198656,-0.022112938,2.533196466,-1.584169613,-0.525420831,-2.437708725,-2.923068489,-1.290235966,0.62707508,-0.520290527,0.324950524,0.075415355,-0.79086334
naama,raise_arms_horizontally,7_1_1.xlsx,right,1,238,52,-1.825670371,9.828607033,6.023408851,1.174882024,-0.526334858,10.54180077,0.222480296,-1.349181364,2.458118619,9.680641444,12.82824461,1.737511847,-0.549272275,-0.175716854,-0.567409315,0.247588751,-0.172171071,0.051813592,-0.411164456,2.24038908,4.830923901,0.745648524,1.440844875,2.269487095,2.360873202,3.069696662,4.315506708,2.533196466,-0.843494499,-0.174546903,-0.835693373,-2.923068489,-1.290235966,0.038612849,-1.000017512,1.528515935,0.075415355,-0.79086334
naama,raise_arms_horizontally,7_1_2.xlsx,left,0,239,53,2.051859621,7.398818974,-0.281839605,0.6404843,0.008611489,11.31564963,0.939254293,0.055058672,1.066228779,3.820343596,1.996474606,1.518705687,-0.38176654,-0.345913064,-0.546840786,0.254942114,-0.208647088,0.072041073,-0.365789683,0.250287364,2.654394635,0.307082579,1.999636139,1.622924307,2.595282928,1.177020541,2.875192378,12.04795426,-2.176362931,-1.545281717,-0.428329162,-0.353315548,-1.026042061,-1.495371114,-2.194682842,1.299567525,-0.018220658,1.390828632
naama,raise_arms_horizontally,7_1_2.xlsx,right,0,240,54,2.69811462,6.733704318,3.073162076,1.307100938,0.051822826,8.572782064,2.292843721,-1.147992193,1.861020748,2.351051878,1.532709058,0.956578249,-0.636130038,0.096581946,-0.297319671,-0.455004139,0.301327251,0.321837157,-0.226200371,2.118390717,3.149755349,1.789357248,2.175308626,1.506133031,3.038039845,3.435031956,3.68368783,12.04795426,-1.688976988,-1.130211692,-1.241322777,-0.353315548,-1.026042061,-1.430037328,-2.043056584,2.120918035,-0.018220658,1.390828632
naama,raise_arms_horizontally,8_1_1.xlsx,left,0,241,55,-2.47192537,6.515996393,-0.427300503,-0.235828847,0.101135016,8.371130339,0.692622756,-0.669435428,-0.639969424,3.251014142,2.055638158,1.580141662,-0.241710309,0.544971715,1.60688085,-1.01819755,0.742694133,0.932197745,2.482705559,-0.601439569,-0.224790344,-0.944813913,-0.239649225,0.032149383,-0.08313336,0.019290061,-0.170720398,-2.209809683,-0.66590854,-0.415544404,-0.345171529,-1.521460992,-0.774413399,-0.836151898,0.120683452,-0.592817091,-0.090881571,-1.227201734
naama,raise_arms_horizontally,8_1_1.xlsx,right,0,242,56,-1.179415373,5.794351879,3.91296731,-0.370403426,-0.494990524,6.528757209,2.852661225,-1.880477037,0.801402602,-1.007570176,1.865569664,-0.54033039,2.791991127,5.400310157,4.003251418,-2.562503127,2.447740446,13.19681352,8.913181263,2.288746497,4.285830531,1.839412139,3.95101113,8.777764786,7.318083377,1.700252483,2.801874713,-2.209809683,0.120381287,-1.40383134,-2.311454658,-1.521460992,-0.774413399,-1.788043525,-1.074023859,-1.595318604,-0.090881571,-1.227201734
naama,raise_arms_horizontally,8_1_2.xlsx,left,1,243,57,-1.825670371,5.938256522,5.624849693,-0.211160746,-0.442480982,6.387724989,5.15302095,-2.052366814,2.293342612,-2.343596628,0.596679898,-3.386718183,10.37348742,6.143985882,5.779880559,-33.90450067,23.87160724,9.04639568,10.04746435,3.30971646,3.970993297,2.39065889,3.772939905,-0.7414095,6.847943335,4.444343245,4.30824572,-6.722851899,3.50970992,0.269166926,-1.9915516,-1.719364349,-0.52915875,-1.755299637,-1.943328817,0.07105601,-0.150086759,-2.099878523
naama,raise_arms_horizontally,8_1_2.xlsx,right,1,244,58,-3.118180369,7.506592129,1.457065477,-0.405830494,0.144336667,11.99700372,0.28498392,-2.075806329,0.80068232,-1.304464943,3.085844982,0.506433087,1.131393159,3.011953364,1.923465596,-5.169961537,4.82809761,8.208821047,5.61364102,2.078610573,4.353993187,0.785455974,2.837977425,6.080967068,5.056054113,2.847930297,4.597019423,-6.722851899,1.280845721,0.043843113,0.861087136,-1.719364349,-0.52915875,-1.668141108,-1.664967942,-0.17982941,-0.150086759,-2.099878523
naama,raise_arms_horizontally,9_1_1.xlsx,left,0,245,59,-1.825670371,8.731108258,-0.525627741,0.76455304,-0.419386428,13.30142181,1.982099003,-0.481919308,-0.21665539,3.713056623,0.175599361,1.669526337,-0.812322529,-0.065721992,-0.679923205,-0.056246829,0.020201473,-0.029802629,-0.307903665,-0.392673135,-0.476180122,-0.877428098,-0.555792206,-0.087146957,-0.160359967,-0.106009822,-0.293863784,1.268394826,-1.394329862,-0.618088331,-1.535795623,-1.672386228,-1.075904783,-0.631530831,-0.131608597,0.176858744,-0.002073788,-0.79086334
naama,raise_arms_horizontally,9_1_1.xlsx,right,0,246,60,-1.825670371,9.922734909,3.231213983,0.612442038,-0.614425162,11.67784897,2.586124337,-1.325741849,0.141185876,3.55718687,0.735607042,1.593206967,-0.679861315,0.07787698,-0.394547171,-0.111744073,0.036988823,0.101576052,-0.435072739,-0.051905446,-0.1153564,-0.127815799,0.01277803,-0.232920329,-0.032175006,0.549374531,0.449408026,1.268394826,-1.316649957,-0.694359409,-1.535795623,-1.672386228,-1.075904783,-0.689621147,-0.330111142,0.171180498,-0.002073788,-0.79086334
naama,raise_arms_horizontally,9_1_2.xlsx,left,0,247,61,-1.825670371,8.441184139,-0.351779587,1.157963349,-0.717650278,11.50983248,0.280370021,-0.200645128,-0.034008989,3.846659268,-0.398990101,1.461197612,-0.841504792,-0.049170196,-0.549360934,0.200444487,-0.198749702,-0.102906996,-0.540658712,-0.272324378,-0.265127182,-0.705234729,-0.364077629,-0.031410669,-0.099734891,-0.069926099,-0.352547448,2.935633352,-1.485270391,-0.659810712,-2.444768283,-1.188839664,-1.350216223,0.177769997,-0.123593642,0.30144362,0.099793962,-0.79086334
naama,raise_arms_horizontally,9_1_2.xlsx,right,0,248,62,-1.825670371,7.705565926,5.662066905,0.984243541,-0.684895854,12.03076735,1.683620769,-0.599116883,0.224847266,2.555167031,-0.183129821,1.373931561,-0.865461187,0.129434206,-0.599166228,0.001904081,-0.157088249,0.299109051,-0.581964352,-0.042019827,0.178275252,0.393521799,0.588907045,-0.363428623,-0.054076057,0.928220727,0.281987463,2.935633352,-1.222615389,-0.751700164,-2.444768283,-1.188839664,-1.350216223,-0.056251502,-0.16261948,0.137131853,0.099793962,-0.79086334
naama,bend_elbows,10_1_1.xlsx,left,1,249,0,-1.228668686,-2.058237742,-0.700518017,4.42445193,0.404824918,-1.691381935,-0.587955443,-1.86742289,-1.760828851,-0.860340088,-0.2853465,-4.512824686,2.26958161,8.438012879,6.571728107,-3.960817686,2.769724284,8.416732561,4.631789945,7.778620551,0.215729388,5.695132512,0.47812977,10.45259087,0.445260426,5.997129175,0.692531702,-8.199478603,14.51518962,6.108648837,-0.695431748,0.945755483,0.638981221,4.358992173,5.220138684,0.548568542,-0.415064127,-1.186357582
naama,bend_elbows,10_1_1.xlsx,right,1,250,1,-1.228668686,-2.482083619,-0.764497551,0.868066297,0.638128989,-2.551833333,-1.015185374,-1.643750223,-1.435870125,-0.746833888,-0.169679053,-5.482432838,3.483272296,9.335084633,7.589337537,-6.193481935,3.815607641,8.679450754,6.061124294,5.917156559,2.53207684,4.983976022,-0.165799329,3.297734233,3.668654681,5.96777698,2.720822115,-8.199478603,14.83233516,6.391173383,-0.435129542,-0.32787211,1.407129505,7.336378153,5.124199905,0.225536496,-0.503067007,-0.873127858
naama,bend_elbows,10_1_2.xlsx,left,0,251,2,-1.559623214,-2.449565948,-0.898153137,3.907616913,1.883117344,-1.705252004,-0.900503225,-0.068721865,2.743879294,-0.803586988,-0.381866363,-2.509859966,0.211045804,7.077065421,0.658015333,-1.946014436,0.18413252,7.158623011,0.684297673,2.726710008,6.935273627,4.194218514,2.839045572,0.540540962,1.884709842,4.550048382,6.163659217,-8.647398472,15.87307626,6.973048712,-1.193445831,1.222084941,0.905636247,3.913276602,3.425492794,1.636005659,-0.450201393,-1.186357582
naama,bend_elbows,10_1_2.xlsx,right,0,252,3,-1.559623214,-2.311397833,-0.905117791,4.895412619,0.270741739,-2.312606237,-0.855577965,1.049641466,-0.144837968,-0.698812035,-0.531473903,-2.223184418,-0.537677231,4.087720388,0.140903785,-0.924618766,0.203625882,2.018301781,-0.480972782,-0.033373179,-0.535711304,1.740256325,-0.335171198,-0.364592312,-0.739542053,0.305574188,-0.324329413,-8.647398472,14.6188989,6.894579,-1.193445831,1.222084941,0.905636247,4.517764794,3.888625909,1.515547149,-0.450201393,-1.186357582
naama,bend_elbows,11_1_1.xlsx,left,1,253,4,-0.897714158,-2.390294669,-0.622319471,7.246734252,-0.29164202,-1.988653487,-0.583822382,-1.895381973,-1.895351108,-0.698812035,-0.398212544,-2.510932951,0.085956738,4.51232807,1.165525437,-0.068257268,0.366990035,3.342962397,0.456009565,9.553281984,-1.021394409,5.992474302,-0.537552673,10.01620815,0.662431212,8.376420006,-0.401360583,-8.301278573,15.05349448,6.660732979,-0.415883538,1.653195579,1.478122877,3.46553932,7.012394169,0.815931369,-0.509455601,-0.873127858
naama,bend_elbows,11_1_1.xlsx,right,1,254,5,-0.897714158,-2.396772572,-0.802418925,4.378770525,0.057877599,-2.475314639,-0.775192496,-1.761178373,-1.544559978,-0.82104948,-0.43928835,-2.862860493,0.029493201,8.513170791,0.942955824,-4.073807854,0.239537731,7.900500989,0.464436563,7.352200509,2.27338123,5.85636821,0.264313654,3.533068147,11.17207166,6.456970336,1.465215464,-8.301278573,15.95865274,6.59201158,-0.415883538,1.004610732,2.260469835,3.543173651,6.940236621,0.746410952,-0.567059422,-0.559898133
naama,bend_elbows,11_1_2.xlsx,left,1,255,6,-0.897714158,-2.093091526,-0.779708995,3.410267919,3.114296554,-1.973487703,-0.558124026,-1.179629441,-0.639169621,-1.212209305,-0.332061003,-7.915273332,1.659403329,5.896596764,1.913499198,0.499140356,1.065593031,5.294397255,2.44339507,3.475347782,3.471227833,4.118566986,2.061516438,3.356438108,12.52542311,2.603223009,0.171002989,-11.11095775,26.78088127,8.57566024,0.147358036,3.058054831,7.14940026,1.973317198,1.563846022,1.041465686,-0.713997079,-0.559898133
naama,bend_elbows,11_1_2.xlsx,right,1,256,7,-1.228668686,-2.512000429,-0.809670674,2.345401972,0.296048811,-2.400834615,-0.849923224,-1.727627473,-1.380170085,-1.039330632,-0.308812868,-5.061340428,0.661929576,8.73936368,3.380579224,-3.321880052,1.235722629,8.441967177,2.451796931,6.850552556,2.985285381,4.935746347,1.219290494,7.419705139,6.181288597,5.221093703,2.544642385,-11.11095775,30.00983009,8.632327081,-0.393874098,3.058054831,7.14940026,2.120089857,1.351080312,0.983299436,-0.713997079,-0.559898133
naama,bend_elbows,12_1_1.xlsx,left,0,257,8,-0.897714158,-2.418519868,-0.712136051,3.614147187,0.646784226,-2.384189093,-0.995137326,-0.732284108,-0.064661832,-0.995674402,-0.394551094,-5.011293858,1.753058091,8.045769184,3.665416715,-3.113954939,1.156540432,6.890414267,3.642808191,2.894929696,5.723811509,4.179700066,2.649681976,1.646177889,6.4012289,3.635246614,5.032835915,-8.749198442,17.2991054,5.638317802,2.282824341,2.713684108,2.686344187,3.857029324,3.450480845,0.313142211,-0.591016648,-0.559898133
naama,bend_elbows,12_1_1.xlsx,right,0,258,9,-0.566759629,-2.145384168,0.556284447,3.019434047,-0.100884369,-2.037310144,-0.627232046,-1.61579114,-0.636291767,-0.707543281,-0.296352711,-2.212541635,0.074318033,7.365759034,1.152787028,-2.965332337,0.430618171,7.116748876,0.739541963,6.673313725,5.186207736,5.049420853,2.1856669,6.184237242,6.318918584,6.082932535,5.009240032,-8.749198442,15.42000341,5.053922456,2.282824341,2.713684108,2.686344187,3.101224262,2.65507787,0.037898878,-0.591016648,-0.559898133
naama,bend_elbows,12_1_2.xlsx,left,0,259,10,-0.897714158,-2.53765749,-0.792209735,4.268227337,0.851439396,-2.335580779,-0.7808345,-1.828280173,-1.747989358,-0.852481966,-0.525032936,-2.920844537,-0.336141416,7.779677883,0.299170867,-2.492573669,0.154696531,7.1652579,1.096704244,8.429431799,0.704404481,5.877072139,-0.039798908,5.247297065,6.720165393,8.697432983,-0.035080834,-10.29655799,19.21829498,7.771577447,4.759597095,7.932248876,3.700441772,0.614074239,4.186073931,1.187572604,-0.634672039,-0.873127858
naama,bend_elbows,12_1_2.xlsx,right,0,260,11,-0.897714158,-2.47527562,-0.829355586,3.987019898,0.094460185,-2.122757006,-0.691221422,-1.895381973,-1.895351108,-0.828034477,-0.518227304,-1.795127781,0.006125522,6.851024831,0.782273264,-3.529823645,0.027352911,7.364753325,0.004169055,9.111747495,-0.813530066,5.922454276,-1.191867421,9.885934642,0.486229032,8.294871109,-0.943730274,-10.29655799,20.28654159,6.341171944,4.759597095,7.932248876,3.700441772,0.516208217,3.117514167,0.648251446,-0.634672039,-0.873127858
naama,bend_elbows,13_1_1.xlsx,left,0,261,12,-1.559623214,-2.337153503,-1.020615583,2.13050721,-0.106645058,-2.357425387,-1.013637034,-0.627903531,-1.484378823,-0.716274527,-0.535521589,-2.18289567,-0.546114616,4.893785362,0.629450001,-0.325799799,0.175466992,3.728978712,0.459121014,1.42391738,-0.609688445,2.878934027,-0.217347093,0.460518908,-0.454692938,1.11931369,-0.054242802,-9.889358109,16.36090412,9.59965333,2.258727144,5.985539671,0.873026401,0.087440911,0.529691782,2.919793311,-0.446208522,-1.499587307
naama,bend_elbows,13_1_1.xlsx,right,0,262,13,-1.559623214,-2.33260999,-1.036640646,1.078035261,0.514074154,-2.268786754,-0.91803336,-0.926133752,-1.484378823,-0.838511972,-0.513391215,-2.316701394,-0.4495911,6.519084577,-0.92605638,-3.289347473,-0.198143583,5.191141678,-0.1499442,2.082283753,-0.267890513,3.892419849,-0.820617787,-0.721617203,-0.014055527,2.897355254,-0.223009448,-9.889358109,16.85314527,8.529512555,2.258727144,5.985539671,0.873026401,0.131976042,0.183929411,2.447335032,-0.446208522,-1.499587307
naama,bend_elbows,13_1_2.xlsx,left,1,263,14,-1.228668686,-2.326779561,-0.967405223,1.742431997,0.782603529,-2.323266068,-1.001718608,1.739298854,1.351812963,-1.013136894,-0.380804453,-4.500578525,0.43793074,4.51946734,1.054898937,-0.011187331,-0.040892307,2.75144018,0.592672632,-0.370928664,-0.529919632,0.527957442,-1.259785906,-0.380417497,-0.66130119,-0.440833975,-1.2769404,-7.038958942,6.860632324,5.689043213,1.979722251,0.932328686,0.753509354,2.513923848,4.369106958,1.803448857,-0.430875897,-0.873127858
naama,bend_elbows,13_1_2.xlsx,right,1,264,15,-0.897714158,-2.436584229,-0.768804359,-0.565885813,3.404834046,-2.355977091,-0.80722178,-1.604607507,-1.01118061,-0.901376944,-0.264679054,-11.91133273,10.71915397,6.278823681,-0.913853619,-0.086126957,2.65174672,9.352985348,9.479946648,5.759998968,4.124196118,4.897804389,0.959632641,5.770358731,10.93625176,4.732043873,2.776873703,-7.038958942,10.48865429,5.944588011,-0.612323213,0.932328686,0.753509354,2.61225528,4.265230194,1.921328005,-0.430875897,-0.873127858
naama,bend_elbows,14_1_1.xlsx,left,0,265,16,-1.228668686,-2.360207941,-0.676475442,5.182776715,-0.446788344,-1.446298865,1.680299629,-1.839463806,-1.740018185,-0.733737019,-0.50977595,-1.380282847,0.021469046,6.053130315,2.68053777,-3.071080799,-0.165050741,5.93102655,1.10884264,8.402407794,0.330241422,5.500122291,0.344180956,6.112275639,5.183026001,7.851061595,0.455905158,-8.484518519,14.3847727,7.64692042,0.172242272,1.122648204,0.80968084,2.977458841,4.965327406,1.898596624,-0.43822278,-1.186357582
naama,bend_elbows,14_1_1.xlsx,right,0,266,17,-1.559623214,-2.406055226,-0.79186689,2.20691325,2.210924617,-2.396996319,-0.833855604,-1.373479085,-0.54119008,-0.704632866,-0.479992942,-1.922272165,-0.261531043,6.700864615,-0.474614054,-3.010744988,-0.197802981,5.787015562,-0.085580274,5.02474342,7.391881414,4.603162078,2.936284775,5.127826012,7.419064381,4.326446135,6.776269186,-8.484518519,12.81212133,6.963119589,0.172242272,1.122648204,0.80968084,2.394422741,4.118272225,1.704159922,-0.43822278,-1.186357582
naama,bend_elbows,14_1_2.xlsx,left,0,267,18,-0.897714158,-2.267611289,-0.605550302,6.791965138,0.094599164,-2.136060531,-0.498005337,-1.626974773,-1.031890053,-0.684842041,-0.534046065,-2.172119583,-0.4988949,6.95575788,0.405384502,-1.882522582,0.458442455,6.720680722,0.399599299,6.925837714,4.447097432,4.903675624,-0.424928625,2.599446345,3.322110307,6.715928046,2.747875399,-5.919159269,11.01602672,5.581211318,-1.106205423,-1.785559433,0.843159991,3.199030048,1.725850535,2.145858003,-0.442481842,-0.559898133
