Source,Exercise,Participant,hand,label,Unnamed: 0,Unnamed: 0.1,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
naama_pilot,bend_elbows,32_1.xlsx,left,0,509,46,1.088013011,-2.425775345,-0.920430967,5.139288132,1.214960266,-2.339522862,-0.759006637,-1.417535822,-0.392112419,-1.363974237,-0.496352448,-10.14787426,1.242611663,13.75760246,1.498306232,-8.977157328,1.159107407,12.61629503,1.444275894,6.069758009,5.808455342,5.535174135,0.076990705,4.497350015,6.670093514,6.576787582,2.323864592,-8.280918579,20.31549704,6.404530335,0.900896699,4.22364602,6.919972712,4.327206672,3.481245418,0.992881544,-0.710536591,1.319480215
naama_pilot,bend_elbows,32_1.xlsx,right,0,510,47,1.088013011,-2.396561568,-0.831928138,1.779758218,0.405840838,-2.153085672,-0.770114573,-1.824213397,-1.677683378,-1.279836775,-0.470278758,-7.573389258,0.885224021,10.97574079,1.310520916,-3.745485294,1.089245521,11.68870484,1.439420218,7.668195101,1.161980834,5.22008245,0.142471039,6.374616558,4.755036301,7.145040582,0.673164719,-8.280918579,18.70500972,5.481910326,0.900896699,4.22364602,6.919972712,3.588406428,2.954709224,0.667180191,-0.710536591,1.319480215
naama_pilot,bend_elbows,35_3.xlsx,left,1,513,50,0.757058483,-1.993236003,0.469017055,4.908160433,1.217907985,-2.021049618,-0.586647443,-0.620447775,-0.738494456,-0.805333237,0.182334852,-4.906896465,0.558806658,5.297191298,2.865151737,-1.015797394,0.765748625,4.360564408,1.75634274,1.604143528,0.723325217,3.247530078,1.249077334,0.757340017,1.717791936,1.832692511,0.462884447,-5.287999454,8.668278773,3.885692056,-1.304980523,2.792287245,4.140158882,5.879184437,4.392333449,-0.010474086,-0.649414948,1.63270994
naama_pilot,bend_elbows,35_3.xlsx,right,1,514,51,0.426103955,-2.340363659,-0.738077152,5.830950495,-0.076377101,-1.536147961,2.025696607,-1.758693121,-1.396025621,-1.147016001,-0.517275351,-4.700236301,0.135269389,5.674764874,2.359561427,-1.35204044,0.910615635,5.406645628,2.138344324,7.494237669,2.41635917,5.715310525,0.991976631,7.870215709,5.223667237,5.940574517,1.558266476,-5.287999454,11.43489904,3.808637687,-1.304980523,3.211503974,3.634484206,6.169194356,4.143150894,-0.010235776,-0.632276317,1.319480215
naama_pilot,bend_elbows,36_1.xlsx,left,0,515,52,0.095149427,-2.344872408,0.072129359,5.392422723,0.512477413,-2.498256425,-0.74649659,-1.308241224,-0.488139169,-1.309999261,-0.409920842,-11.29295257,2.867828727,10.37736191,3.912204434,-3.0949593,1.575570864,10.09399412,4.326316586,5.39074858,6.939874282,5.339384448,1.387134293,3.485505631,8.049765301,5.949132557,4.41011332,-10.56123791,24.90083451,6.696417092,4.818242256,7.66124643,8.180800734,3.16153244,1.843858684,-0.258481178,-0.727705937,0.066561317
naama_pilot,bend_elbows,36_1.xlsx,right,1,516,53,-0.235805101,-2.60671404,-0.842227497,4.704388004,0.472509595,-2.525230942,-0.701381897,-1.767569021,-1.081836962,-1.33744032,-0.463584404,-10.85231179,2.48965442,13.61431622,3.009098508,-6.899410028,1.942618386,13.91766029,4.31035999,8.408465852,4.011537454,5.90702494,-0.257187333,8.433985602,5.704572211,7.592710663,2.242916836,-10.56123791,28.04686527,6.47795442,4.818242256,7.66124643,8.180800734,2.025243873,1.888847009,-0.130184871,-0.727705937,0.066561317
naama_pilot,bend_elbows,37_1.xlsx,left,1,517,54,1.749922068,-2.204804438,-0.62535109,4.223374958,1.082933107,-2.116988683,-0.753369936,-1.637298127,-1.223775405,-0.768662004,-0.455365507,-2.547106305,-0.250390737,5.292621107,1.647559738,0.062255887,0.110023736,4.852330123,2.423571511,6.041454808,2.652645797,5.444431656,1.455886836,5.450503729,5.301373505,5.553449275,0.748128469,6.05251723,3.886858279,1.922161344,-1.402824007,0.459413834,1.037426154,4.848245909,4.093438057,1.462824455,-0.465573947,2.572399114
naama_pilot,bend_elbows,37_1.xlsx,right,1,518,55,1.749922068,-2.08299351,-0.43994662,4.478122192,1.036009742,-2.218858222,-0.733703605,-1.379214281,0.842958315,-0.85060139,-0.484636952,-2.864669327,-0.278825763,7.008125235,0.886581323,-2.022576427,0.607293029,6.524324006,1.256365305,6.483943167,5.753830769,5.194826603,3.286499419,6.756907719,6.357551738,6.200613861,4.638901188,6.05251723,3.999556736,1.822541392,-1.402824007,0.459413834,1.037426154,4.583048117,3.824394392,1.476980212,-0.465573947,2.572399114
naama_pilot,bend_elbows,39_2.xlsx,left,0,519,56,0.757058483,-2.308608601,-0.940139654,4.262399291,-0.012810002,-2.34033111,-0.888244094,0.07293749,-0.731562958,-1.287298021,-0.335771468,-12.28996558,3.437052631,10.28925503,3.251060678,-6.333261267,1.618018817,9.890298342,3.865642217,0.697347782,-0.243504293,3.063072134,-0.295337572,-0.42832075,-0.711110823,2.188237038,-0.089584155,-4.432879704,9.048397667,2.216044212,-1.164880135,6.143290021,7.21703281,2.478717088,1.728483513,-0.728803563,-0.71498579,4.138547738
naama_pilot,bend_elbows,39_2.xlsx,right,0,520,57,2.411831124,-2.346169993,-0.763747161,2.890717114,-0.201249613,-2.307097768,-0.557034872,-1.723899595,-1.453655877,-1.270417612,-0.526296881,-6.80751007,-0.18110481,11.72805673,0.292215448,-5.772993681,1.726257024,11.31534241,0.27108153,6.810728668,2.415257353,5.460981128,-0.181849701,5.412738201,3.826545956,6.60558639,2.394216658,-4.432879704,11.65715467,3.058167593,1.326785717,5.762308043,7.676587321,4.040395838,2.161047206,-0.17699797,-0.721353642,4.451777463
naama_pilot,bend_elbows,3_2.xlsx,left,1,521,58,0.757058483,-2.303295361,-0.596869692,5.806072508,0.142151733,-2.225366318,-0.714645051,-1.269098507,-0.065320946,-0.803586988,-0.099812116,-4.060137463,0.384554996,4.442227137,0.377727571,0.378839759,-0.181703678,3.467009868,0.450455074,5.479676869,6.493511911,4.768777819,1.224594781,3.18115077,5.603482332,5.422114159,4.597096885,-5.491599394,11.74160608,4.141246829,0.454740791,2.915435366,4.301083504,2.141392676,4.79342574,0.675042988,-0.654329251,1.63270994
naama_pilot,bend_elbows,3_2.xlsx,right,0,522,59,1.418967539,-1.317356,3.001291805,1.721167387,4.670548434,-1.350202959,3.167249308,-1.420077557,-0.527691452,-1.2605222,-0.404028006,-5.15572139,1.185280751,6.599414003,6.651259792,-2.989345339,1.546562595,6.142667021,4.330948254,3.593774741,6.102030896,3.758210837,6.184811915,3.504804832,5.523189271,3.419253022,5.168803521,-5.491599394,11.88466009,3.961314276,-1.300785716,2.915435366,4.301083504,1.578416791,4.679764849,0.798230997,-0.654329251,1.63270994
naama_pilot,bend_elbows,40_2.xlsx,left,0,523,60,0.757058483,-2.39054743,-0.824694912,1.343093575,0.595897972,-2.271788112,-0.750292893,-1.325016674,-0.877159892,-0.775647001,-0.492450763,-2.201379324,-0.349395001,7.184849703,-0.338008104,-2.318329038,0.343308664,6.8143105,-0.108348044,4.162768119,3.034050783,4.175729819,1.655395987,1.058104392,1.993820275,4.719257953,2.783848243,-2.478320275,7.474943384,3.587114666,0.07003916,1.860066756,0.988892434,6.242738534,3.653803319,0.616081938,-0.460050475,0.379791041
naama_pilot,bend_elbows,40_2.xlsx,right,0,524,61,0.757058483,-2.434414627,-0.727927359,2.036118441,0.952820072,-1.78852507,1.790607011,-1.58224024,-1.115586023,-0.86645196,-0.271953235,-8.525213773,7.64064007,6.705682058,3.667236775,-8.682105184,7.482897624,7.841304626,10.96785467,5.801157906,4.336417775,4.872402016,2.877566999,5.807870164,10.93120473,4.697765016,3.969044604,-2.478320275,7.392736703,2.6635438,0.07003916,0.914286697,0.988892434,3.404432345,2.058964149,0.103901542,-0.460050475,0.379791041
naama_pilot,bend_elbows,41_1.xlsx,left,0,525,62,0.426103955,-2.291307053,-0.844595713,3.115688931,0.574997303,-2.440398837,-0.747977834,-1.758693121,-1.396025621,-1.121792401,-0.486635636,-4.318491266,0.212316909,9.900594978,0.777214515,-5.364836869,0.971193638,9.505609898,2.203275672,6.935262611,1.882543579,5.473302524,0.437736439,7.69438375,5.415145936,5.611557369,1.974477947,-4.534679674,11.38319374,3.712587141,0.412924188,-1.853149503,3.606175305,3.888453596,2.559380078,0.618811203,-0.631232027,1.63270994
naama_pilot,bend_elbows,41_1.xlsx,right,0,526,63,0.426103955,-2.388143311,-0.937727017,3.510326078,0.029531175,-2.358546737,-0.796596447,-1.385905344,-1.086972947,-1.147016001,-0.49017561,-4.747782097,-0.001984938,8.641031235,1.234624488,-3.540419035,1.840476615,9.069621476,1.595335957,4.449243005,1.972564417,4.519076545,-0.390232947,0.933651332,3.008857984,4.321903932,0.623800773,-4.534679674,10.33803479,3.402610257,0.412924188,-1.853149503,3.606175305,3.819935201,2.455342659,0.508794734,-0.631232027,1.63270994
naama_pilot,bend_elbows,42_3.xlsx,left,0,527,64,0.757058483,-2.171514037,-0.65272458,4.35799829,0.8659649,-2.086597754,-0.216802744,0.386079223,2.199078598,-1.205224308,-0.439661697,-7.2615916,1.479282315,7.219484046,4.688640104,-1.376779417,1.400308012,6.861192481,4.177777751,1.663689802,5.36305245,2.011970437,4.839083867,1.517053303,5.338880258,1.569347059,5.058947104,-3.65919993,8.24800597,3.547191321,-0.324318161,1.284622262,2.665782114,4.90633637,3.682581419,0.637441654,-0.589951883,1.319480215
naama_pilot,bend_elbows,42_3.xlsx,right,0,528,65,0.757058483,-2.04020855,-0.668648911,2.197946015,1.880989237,-1.955387295,-0.592585041,0.195957457,1.493731828,-1.070763118,-0.390464933,-5.218145212,1.480523316,5.747456491,4.961579302,-2.179909527,2.050884881,4.762023447,3.967580406,1.715882623,5.893399511,2.145592098,3.169560733,1.40588409,4.730820112,1.92269364,4.543762908,-3.65919993,7.454535751,3.291159078,-0.324318161,1.284622262,2.665782114,4.406265979,3.751477054,0.536228862,-0.589951883,1.319480215
naama_pilot,bend_elbows,43_3.xlsx,left,0,529,66,2.080876596,-2.328230713,-0.914406522,0.150478002,10.54646839,-2.373580394,-0.764242509,-0.928796522,-0.231462437,-1.463419728,-0.500163419,-12.41611606,2.397667503,12.23727288,5.972657674,-8.505917175,2.847588227,10.59369665,4.622730228,2.543080906,3.424099604,3.738766479,2.974600738,1.091886087,3.418458508,3.177836655,3.166236639,-1.908240442,8.309525235,3.059625296,1.222877496,4.06499911,-2.071550575,7.126873072,5.066720058,0.528388641,2.879054555,-2.126046757
naama_pilot,bend_elbows,43_3.xlsx,right,0,530,67,1.749922068,-2.061074548,-0.660230884,6.058502776,-0.509252917,-1.95429785,-0.532317482,-0.647976719,-0.35431795,-1.228059875,-0.516521601,-6.704624648,-0.014354164,7.008734636,1.506963783,-0.235382029,0.395178336,6.473097748,1.73540386,1.978591028,1.412222069,3.377703083,2.050156359,0.630559275,1.860750836,2.029964522,1.465271063,-1.908240442,6.657845875,2.412877976,1.222877496,-1.938155757,5.169676188,6.652020332,4.448502151,0.153225593,-0.677262665,4.138547738
naama_pilot,bend_elbows,44_3.xlsx,left,1,531,68,1.418967539,-1.333668482,2.181520571,6.332280571,-0.340608524,-1.560540831,1.720489647,-0.888854975,0.968080539,-1.283805523,-0.403759138,-9.211877727,2.812258794,7.171547976,6.384318796,-4.636504313,2.825116828,6.249294421,5.820088614,3.731986586,5.954262401,3.819157912,3.095654918,2.881418733,7.610050689,4.570180617,3.899590906,-7.100038924,14.88811242,4.180626571,1.139342769,-1.705054531,5.928464312,4.207533416,2.800588154,-0.446348877,-0.693397959,1.63270994
naama_pilot,bend_elbows,44_3.xlsx,right,1,532,69,1.088013011,-1.45614087,2.326574087,4.427003105,0.901522145,-1.486852608,2.413809073,-1.224363974,-0.043042637,-1.227449298,-0.476206079,-4.981923718,0.645077439,6.164151461,3.361005524,-4.045626395,1.749197905,6.068934813,3.631134163,4.304206731,7.119005583,3.476282236,2.363155644,2.518854862,6.902194824,4.259144447,5.399476399,-7.100038924,14.31977592,3.621956184,0.703395913,4.694053104,-1.790375281,3.652527307,2.054801419,-0.414610655,1.246768837,-2.126046757
naama_pilot,bend_elbows,45_2.xlsx,left,0,533,70,5.390421877,-2.401422951,-0.822766719,3.378025399,0.481577934,-2.199713934,0.834477363,-0.856236044,-0.062893427,-1.491172617,-0.487686428,-16.70871212,4.326128731,12.96073821,4.292746582,-10.14187151,3.283089383,12.85925669,5.059710206,3.459375056,5.670686027,4.082184126,1.737362709,2.178915769,6.03578509,3.942725802,4.293315527,-2.132200377,10.17369681,2.256025358,2.275009034,6.327303985,9.374575129,4.612074554,2.545906574,-0.509970652,-0.740582946,7.58407471
naama_pilot,bend_elbows,45_2.xlsx,right,0,534,71,5.390421877,-2.506056276,-0.750589626,2.234555346,0.292341957,-2.270689149,-0.700134653,-1.844123653,-1.644727279,-1.326006545,-0.499475935,-8.170180067,0.357039821,10.74134572,0.595165389,-5.490734109,1.091965294,10.16354616,0.917614682,8.151719189,1.597220071,5.695315957,0.237827088,9.07025698,2.383960814,7.212822333,2.294730558,-2.132200377,10.05074991,1.821015081,2.275009034,6.327303985,9.374575129,3.823818269,2.402421522,-0.442843549,-0.740582946,7.58407471
naama_pilot,bend_elbows,46_2.xlsx,left,1,535,72,0.095149427,-1.311213096,2.229327706,2.036847595,0.075131888,-1.20051074,2.124888406,-1.350179849,0.622100176,-0.967297852,-0.396944099,-2.748986001,0.440565172,4.587510326,2.69629937,-1.886331842,0.814786718,3.746348279,1.813257918,4.929975244,5.431990031,4.056274434,3.318734107,3.214966129,9.911024295,5.072630102,2.53352383,-5.430519412,10.1465643,2.948408813,0.617479379,2.03035319,-1.40380728,3.61743914,2.058082696,-0.249830588,0.457777502,-1.812817032
naama_pilot,bend_elbows,46_2.xlsx,right,1,536,73,0.426103955,1.983030469,4.116384804,-1.507188558,0.399689542,2.021385618,3.946597005,-1.373479085,-0.055786906,-0.976271633,-0.04144292,0.284927891,0.784741467,0.322490455,5.416803546,-0.948505854,0.51641913,0.949538491,3.806051062,0.619258688,6.84359524,-0.378783547,5.426287853,0.664798248,3.181227065,0.961866278,6.58202788,-5.430519412,6.350941896,0.888704808,0.617479379,-0.957713493,-1.40380728,1.549043678,0.363840897,-0.915082143,0.457777502,-1.812817032
naama_pilot,bend_elbows,47_2.xlsx,left,0,537,74,-1.890577742,-2.590608625,-0.863042227,6.992248977,0.38977298,0.52447971,7.937626339,-1.61579114,-0.944135104,-0.794855742,-0.509195869,-0.903117154,0.965760063,2.449659279,6.494755011,-0.960172056,0.572849788,1.862774494,3.30071875,7.160179056,7.568048899,7.105033903,-1.540752127,5.249429217,12.63500661,8.321398622,1.904429967,-11.31455769,23.76305618,8.135904746,2.050543165,7.828042294,2.770277894,3.601724053,1.802878572,0.338538013,-0.595275711,-1.499587307
naama_pilot,bend_elbows,47_2.xlsx,right,0,538,75,-1.890577742,-2.427132006,-0.704148566,1.49699842,-0.170189982,-2.35223562,-0.980593159,-1.44803664,-0.753891903,-0.646424558,-0.517275351,-1.813132578,-0.434722318,2.150476594,-1.13393024,0.052782081,-0.370197583,0.693691059,-0.997804001,4.875562357,5.834790621,5.799216048,-0.857421025,4.022686562,-0.591686291,5.872213005,5.056136118,-11.31455769,19.5405969,7.134018422,2.638356753,6.389991466,2.770277894,2.753244492,1.66573781,0.19847057,-0.595275711,-1.499587307
naama_pilot,bend_elbows,48_2.xlsx,left,0,539,76,-0.897714158,-2.050323249,-0.535544013,6.992242952,0.042919686,-1.923194132,-0.441917284,-1.85064744,-1.747989358,-0.601022079,-0.455978277,-1.859319963,-0.348831525,3.497654342,1.556222559,-0.044886398,0.099173867,2.996312817,1.379804533,8.171659242,0.984691163,6.017701104,-0.613162693,9.82215237,0.910268851,6.946761608,1.50888027,-7.405438835,12.52877612,5.613920567,0.350751004,1.114085245,0.936210573,4.624589975,4.750416995,0.741486232,-0.453874835,-0.873127858
naama_pilot,bend_elbows,48_2.xlsx,right,0,540,77,-0.897714158,-1.966916021,-0.33228221,2.894916223,1.535533119,-2.132220457,-0.679338038,-1.470403907,0.398637978,-0.663887051,-0.465163506,-1.871362265,-0.403488655,3.318905225,3.450757682,-0.364977882,0.667641324,2.742800229,2.764181678,6.799498935,6.862651213,4.388122441,1.111403466,5.194998687,6.161612438,6.900308005,5.543187238,-7.405438835,12.01315731,5.233584605,0.350751004,1.114085245,0.936210573,5.267180318,4.34115902,0.62711894,-0.453874835,-0.873127858
naama_pilot,bend_elbows,4_2.xlsx,left,0,541,78,0.426103955,-2.212484525,-0.726366047,4.238647522,1.423480806,-2.131505757,-0.738622206,-1.28649527,-0.247186568,-1.259552061,-0.502793313,-7.244475654,0.298130638,8.897287565,2.61500753,-1.584920422,0.66691773,7.870950876,3.173407144,4.922502779,5.93630021,5.430288323,0.857399583,5.684754607,4.440019292,4.952543166,4.024679056,-8.830638418,18.86886325,6.945953906,2.043330728,4.219681628,6.221801263,1.259801797,1.59648515,1.755379216,-0.698877407,0.693020766
naama_pilot,bend_elbows,4_2.xlsx,right,0,542,79,0.426103955,-2.217580017,-0.699104912,6.945427175,-0.47853572,-2.125322969,-0.676033867,-1.410757863,-0.836121795,-1.269253446,-0.527004408,-7.591984619,-0.022487245,10.87789727,0.182575337,-3.322779904,1.059167549,11.44898613,0.846776104,5.035937363,3.28491931,5.476901573,1.691435178,4.118555495,4.936302214,4.831590204,2.145531297,-8.830638418,19.46676507,6.675581451,4.389776791,4.219681628,6.221801263,0.818993347,1.361959003,1.604800848,-0.698877407,0.693020766
naama_pilot,bend_elbows,50_3.xlsx,left,1,543,80,-0.897714158,-1.797441032,1.094263625,4.006374096,0.076326379,-1.036562703,4.520790856,-1.962483773,-1.747989358,-0.925824433,-0.346115132,-1.862386507,0.526892671,4.99475633,4.542558357,-3.10418421,0.279615988,3.269286764,2.764988065,9.235023123,1.936737029,4.767429217,3.802080904,8.689484121,9.616689216,8.698132441,1.671022006,-10.276198,17.45418052,2.767793139,0.18177164,6.888737418,7.352508418,0.012662524,-0.280189694,-1.356450366,-0.716925185,0.066561317
naama_pilot,bend_elbows,50_3.xlsx,right,1,544,81,0.095149427,3.737920687,-0.124766173,3.661200705,-0.099089033,2.762082896,3.354217528,-1.014670849,-0.34354822,-1.401677345,-0.446108862,-0.918029967,0.691877402,-0.054748814,2.54258698,-2.283003096,0.777369079,0.517597777,1.002673384,-1.337002343,-0.496458469,-1.889480897,-0.602609531,-0.195879437,0.815383316,-1.24393076,-0.771416571,-10.276198,6.835132433,-0.976824266,3.083464153,1.818153575,7.352508418,-2.087348711,-1.882609906,-1.813929647,-0.716925185,0.066561317
naama_pilot,bend_elbows,51_1.xlsx,left,0,545,82,1.088013011,-2.240664782,-0.586778307,4.831407371,2.16138732,-2.022175488,-0.454809901,-1.346367246,-0.857142207,-1.186174316,-0.428786124,-6.512969158,0.849752227,9.415747525,3.343040063,-4.34583479,1.545624846,8.525638993,2.984612668,4.495270073,3.34836837,4.602747321,1.210874652,2.685647582,7.188298751,4.206671916,3.518951224,-4.717919621,11.26899553,4.544846868,-0.190001904,2.482104463,3.734825481,1.748876168,6.883470679,0.846204114,-0.635900615,1.63270994
naama_pilot,bend_elbows,51_1.xlsx,right,0,546,83,1.418967539,-2.219320015,-0.279789042,6.066192122,0.287800744,-2.212241198,-0.59660249,-1.606471446,-1.147828609,-1.055337917,-0.406719924,-6.736000078,3.127665789,7.487192747,4.896442893,-1.434188062,3.300650627,7.390817047,4.571162045,6.44041668,4.375747932,5.949456343,1.361952755,4.35653221,6.204589273,6.567687403,2.648924533,-4.717919621,11.88023341,4.507528989,-0.029209846,2.875472627,3.260330297,2.398921623,6.679538925,0.719622398,-0.617635789,1.319480215
naama_pilot,bend_elbows,6_2.xlsx,left,0,547,84,1.418967539,-2.057661296,-0.526968568,2.893630917,1.220777743,-2.034591482,-0.661689491,1.39447016,2.539557787,-1.181940985,-0.506614101,-5.635375049,0.064564292,4.812376266,1.073366257,-0.438138722,0.36747058,3.237323094,0.80231793,0.335636827,2.431281379,0.853690973,2.234343886,0.101063523,2.341427694,0.336640609,2.183183586,0.392438885,5.097817178,2.231690885,-1.37352366,1.283107021,2.117460176,3.771935457,3.355325865,0.325718761,-0.558008914,2.25916939
naama_pilot,bend_elbows,6_2.xlsx,right,0,548,85,2.080876596,-1.69638662,1.591033464,-1.824488539,2.817059744,-1.574141356,1.527598242,-0.249790214,1.297507562,-1.090470788,-0.372585978,-4.33969567,0.699725286,3.060206514,2.155616882,-2.806416964,2.923821429,1.976169341,1.889535692,1.504855047,3.858415665,1.599541486,3.150035536,-0.131060147,1.531477678,1.684845959,4.455915064,0.392438885,4.863523417,1.783944509,-1.37352366,1.283107021,2.117460176,3.066753627,3.301868389,0.090791064,-0.558008914,2.25916939
naama_pilot,bend_elbows,7_3 - Org.xlsx,left,0,549,86,1.088013011,-2.260135317,-0.662570527,3.767044371,0.302537319,-2.147762287,-0.507987203,-0.675349248,1.56990578,-0.690874539,-0.413277747,-2.233274448,-0.029631922,5.478324041,2.067442023,-0.91058817,0.386342765,4.910965179,2.46488983,3.474530221,5.548323229,4.486161877,2.254487864,3.380637187,5.570133269,3.843786972,3.478341967,-0.299800912,7.405707991,2.90103469,-0.17836085,1.201729656,1.077509314,3.922955892,3.897879894,0.880380234,-0.470020554,1.006250491
naama_pilot,bend_elbows,7_3 - Org.xlsx,right,0,550,87,1.088013011,-2.37795051,-0.716658627,4.378984666,0.178481535,-2.193861715,-0.678448918,-1.78354564,-1.496293603,-0.547999603,-0.408979254,-1.730551455,-0.213842727,5.645768116,0.084529553,-0.518254489,0.017578698,5.489316249,0.748224589,7.722273418,2.17311665,5.760661058,0.067754878,7.020827618,4.576981773,7.192833073,0.774896055,-0.299800912,7.896145924,2.569812717,-0.17836085,1.201729656,1.077509314,3.197833257,3.326678382,0.705791488,-0.470020554,1.006250491
naama_pilot,bend_elbows,7_3.xlsx,left,1,551,88,-0.235805101,-1.691563245,1.86406969,6.457559226,-0.236940573,-1.902551024,2.165705394,-1.575849592,-1.34773764,-1.359892096,-0.476650888,-10.62286753,2.617568126,11.32870427,7.144359221,-6.145600219,2.168733081,11.18348007,5.550450897,5.46239867,4.051169226,4.480495882,3.2902169,2.718428957,1.507611724,5.265004827,4.303146814,-10.19475802,26.60960546,7.659800573,0.144300228,7.673675256,8.32697379,4.392767972,2.798129395,-0.020818658,-0.729436181,0.379791041
naama_pilot,bend_elbows,7_3.xlsx,right,1,552,89,-0.566759629,-1.673566542,2.576017033,6.283082041,-0.093337558,-2.436948955,-0.640823338,-1.485315418,-0.968545797,-1.397311722,-0.507940176,-11.62585845,1.351779663,13.22822924,0.190558357,-6.941569904,1.421313262,12.91153903,0.902488999,5.372491855,6.414141621,4.706585229,5.725416812,3.783702563,4.905982909,5.464350988,5.559913574,-10.19475802,22.673325,6.129967739,1.764938822,7.673675256,8.32697379,3.406914878,1.883886434,0.262018831,-0.729436181,0.379791041
naama_pilot,bend_elbows,8_1.xlsx,left,1,553,90,-0.566759629,-2.198765195,-0.225833505,3.690452947,1.450883262,-2.187654156,-0.745223277,0.50909919,1.831668085,-0.751199511,-0.249102522,-2.986788199,0.426257314,6.181797434,2.069614908,-1.792221626,0.796080208,5.179246199,1.147740857,1.285328223,4.868125391,2.746222001,1.460836291,1.221313707,4.454312303,2.201043803,3.120560111,-3.333440025,6.724317775,4.043086335,-1.336953998,0.830646284,0.85695916,5.858818464,4.923791277,1.133863887,-0.444212087,0.066561317
naama_pilot,bend_elbows,8_1.xlsx,right,1,554,91,-0.566759629,-2.323090926,-0.906499839,0.833686752,0.273574172,-2.235680162,-0.812498893,0.024475079,0.636623184,-0.585305836,-0.207201631,-1.985238562,0.100435222,5.177636958,1.892901066,-1.154743658,0.671874294,5.250611501,1.259411089,1.310931704,4.041082276,3.082309947,1.402685543,1.362146994,3.3278047,1.992739877,2.932776753,-3.333440025,6.117864717,3.555257342,-1.336953998,0.830646284,0.85695916,5.08056822,4.478726246,0.973727869,-0.444212087,0.066561317
naama_pilot,bend_elbows,9_3.xlsx,left,1,555,92,1.418967539,-1.96885482,0.098858316,4.928579789,0.392703909,-2.152645867,-0.774699646,-0.721100475,-0.511548025,-1.257611784,-0.525575786,-7.246586698,0.063465533,4.457875631,1.364357632,-0.171201939,-0.202203263,2.898554494,1.98687253,2.025781666,1.743055747,2.651008631,2.231018919,0.715421432,3.207601485,1.966510677,2.089645153,-7.385078841,11.72224159,4.368447337,1.023965392,4.434606981,6.28627106,1.563443898,0.840353081,1.305286066,-0.700032268,1.63270994
naama_pilot,bend_elbows,9_3.xlsx,right,0,556,93,1.749922068,-2.323314421,-0.76965175,6.666395511,-0.348977925,-2.256557113,-0.748970661,-1.396419871,-0.959379149,-1.217313726,-0.512284094,-6.878767407,0.058774682,9.274149588,1.294780629,-2.318977113,1.335180286,9.210104628,0.961366679,5.167239577,4.512633311,5.260859867,1.046275236,2.717282734,4.452798317,5.312866413,3.354300329,-7.385078841,15.09379601,5.570511551,1.705866417,4.434606981,6.28627106,1.067599126,1.048499402,1.902425762,-0.700032268,1.63270994
naama_pilot,raise_arms_bend_elbows,10_2.xlsx,left,1,557,0,3.539649135,-2.127972275,0.043517481,-4.238042291,2.693787913,-2.088419802,0.201473436,-1.754786865,-1.207282336,-2.281305092,-0.320630405,-8.840877929,8.271231559,4.239884805,3.278925496,-11.14445198,11.27824542,7.643349912,5.834605269,3.201298909,1.747011206,0.846098522,2.705282977,3.796828649,3.564923098,1.955079067,2.366659885,1.860555095,2.540591713,-1.105522411,-1.62900408,-0.525645786,0.640160208,-1.659383201,-1.768429582,-1.63869544,-0.476591815,0.80060181
naama_pilot,raise_arms_bend_elbows,10_2.xlsx,right,1,558,1,0.208214655,-1.976554166,1.768459139,-1.312954397,1.682728118,-1.828320429,1.551361093,-1.854825299,-1.368517642,-0.305359472,2.341563197,-2.875031003,6.022755215,5.146756389,2.977772119,-9.76023081,5.859582214,7.456598748,4.759713943,5.169614956,3.215732311,2.65446604,3.561304483,4.778760673,4.986773705,4.031863782,3.187446358,1.860555095,3.436419585,1.083504461,-1.780050116,0.708850463,0.640160208,0.499326768,0.183026952,-0.490699955,-0.476591815,0.80060181
naama_pilot,raise_arms_bend_elbows,11_3.xlsx,left,1,559,2,1.7457998,-2.485922184,-0.803809513,-1.616425172,0.034416451,-2.362663704,-0.471862309,-1.275016335,-1.245908795,-1.248099792,-0.179184868,-2.894556526,6.204253763,3.234699758,2.055702094,-1.362692004,2.471026681,4.106617318,6.351399527,2.75343946,0.498470955,2.329703469,0.437238389,-0.646516923,0.542018847,2.472162062,0.840720101,5.272461286,3.212633209,1.141665659,0.497520448,1.363087239,0.764682947,0.749884616,0.239179837,-0.270774882,-0.491347658,1.253238875
naama_pilot,raise_arms_bend_elbows,11_3.xlsx,right,1,560,3,2.002063991,-2.213951765,0.887859495,-1.151221566,1.649313957,-1.957826836,1.318359887,-1.509520222,-0.964512109,-1.377399246,-0.262587486,-1.80940611,0.55232816,4.995477413,1.994011974,-1.348972567,1.279554194,6.474007008,2.869403631,3.805363115,1.981622433,2.788414136,3.189978901,2.11226618,2.278417786,3.612419754,2.544736879,5.272461286,3.603815312,1.44430745,0.497520448,1.363087239,0.764682947,1.198921391,0.810399307,0.247777335,-0.491347658,1.253238875
