Source,Exercise,Participant,hand,label,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
naama_pilot,raise_arms_horizontally,44_2.xlsx,right,1,11,0.195680977,0.099562089,1.122392663,0.052437011,0.186567778,0.063122357,18.81818182,5.325752188,27.36363636,11.46536286,-1.134444746,0.360938774,1.053909857,0.373702935,-1.742596597,4.640627561,17.57809996,5.721529502,1.565552657,0.439767057,1.374808637,0.283609935,-1.348645646,4.097126493,27.74657998,7.263803431,323,0.009098351,0.027798681,0.554699538,0.508474576,0.600924499,0.149476866,0.174233321,0.28651432,49.92307692,13
naama_pilot,raise_arms_horizontally,45_3.xlsx,left,0,14,0.170428005,0.050463476,1.091057188,0.038525381,0.150611147,0.011809278,28.42857143,5.787443779,40.64285714,4.908503498,-0.699486278,0.079122415,0.55529071,0.107400844,-0.316446566,0.228237183,6.683737336,0.805388615,0.997123679,0.152803747,0.652448046,0.285146085,0.023944434,0.391044218,9.809988928,6.331366817,679,0.004837274,0.019627978,0.418809699,0.352681852,0.396767083,0.189865847,0.234110556,0.235057182,75.61111111,18
naama_pilot,raise_arms_horizontally,45_3.xlsx,right,1,22,0.265642052,0.107330541,0.877473925,0.306582314,0.265918916,0.083525013,12,8.280786712,23.13636364,15.27305581,-0.818532996,0.193895326,0.610601227,0.153523336,-0.026613282,2.04887724,13.7107225,3.762866414,1.981261965,1.565938096,1.409306744,1.005013128,9.926150811,14.3949337,33.24598708,29.7831233,679,0.006125748,0.017520663,0.396767083,0.352681852,0.374724467,0.145526986,0.15177003,0.171613294,80.05882353,17
naama_pilot,raise_arms_horizontally,46_2.xlsx,left,0,13,0.220599655,0.169114646,1.357562875,0.15435208,0.231009254,0.187643528,23.61538462,12.30540844,43.76923077,18.37187092,-1.299934555,1.932410034,1.767827448,0.750256141,-2.46864781,8.38724308,44.76983574,27.41446107,2.086066676,1.93955578,1.288157184,1.191796631,5.288759649,15.74136224,28.04587123,30.15849372,648,0.008021716,0.027113867,0.30046225,0.254237288,0.32357473,0.241577464,0.277361273,0.339743652,92.71428571,14
naama_pilot,raise_arms_horizontally,46_2.xlsx,right,1,11,0.16334701,0.092186238,1.06050038,0.277158912,0.231668887,0.045643292,9.090909091,7.203534486,31.63636364,22.30817217,-1.03887452,0.703344898,1.781920939,0.721653675,-5.784481239,4.128958106,28.38267074,10.50009164,4.069660788,2.27964526,2.739369298,1.187581053,19.70539751,20.60886736,77.7145928,40.61806429,648,0.008172922,0.022972854,0.092449923,0.023112481,0.30046225,0.168013992,0.181875912,0.197133472,99.84615385,13
naama_pilot,raise_arms_horizontally,47_3.xlsx,left,1,8,0.20169928,0.180449624,0.969388311,0.061566772,0.228203188,0.033280967,25.375,7.539183359,80.375,11.09617051,-0.27923655,0.046456637,0.608948488,0.092867095,-0.219449366,0.185079384,8.531233401,2.495006769,0.980267814,0.417290228,0.751223109,0.359913843,0.772152583,0.784590025,15.53802581,9.666290386,754,0.00309044,0.01990765,0.536068829,0.158835208,0.17868961,0.080852561,0.089822451,0.515046357,167.8888889,9
naama_pilot,raise_arms_horizontally,47_3.xlsx,right,1,9,0.377416233,0.200391716,0.931568363,0.144990791,0.315726457,0.1573113,15.11111111,7.655789385,67.66666667,25.33771892,-0.42077731,0.502164643,0.860868433,0.32380686,-3.618767431,9.416985563,17.95397788,8.409438045,1.206337204,0.417556063,0.711536526,0.232960889,1.078188307,3.265860042,15.68205087,7.030397753,754,0.002986812,0.018490464,0.158835208,0.357379219,0.17868961,0.075929321,0.078529393,0.475196893,167.8888889,9
naama_pilot,raise_arms_horizontally,48_1.xlsx,left,0,9,0.192930904,0.074485959,0.795705883,0.246832572,0.239165148,0.082040353,32.55555556,20.81532555,74.33333333,29.86636905,-0.240394481,0.149322766,0.935323485,0.609183877,-1.127241608,3.379639747,14.30435414,10.47447177,1.062564081,1.499788736,0.510750315,0.401553151,1.311084323,2.223712386,15.08503672,25.35037007,686,0.003846613,0.019132408,0.152727273,0.196363636,0.174545455,0.106374755,0.169436513,0.418972168,171.875,8
naama_pilot,raise_arms_horizontally,48_1.xlsx,right,1,16,0.265811008,0.149301072,0.740901795,0.313713766,0.299597417,0.141383868,7.5,5.006662228,25.125,21.81092998,-0.823430163,1.255130217,2.09339197,1.823066235,-6.359029225,11.70747267,47.4859742,40.24658022,2.180218619,2.183524952,1.489297792,1.382590884,18.69993346,23.22401072,29.48462115,35.78329035,686,0.006101168,0.016796221,0.065454545,0.196363636,0.174545455,0.129320709,0.140807549,0.267927668,171.875,8
naama_pilot,raise_arms_horizontally,49_1.xlsx,left,1,9,0.118748357,0.008300634,0.86069318,0.154000618,0.144072298,0.038979913,34.88888889,6.936217349,73.88888889,8.738484486,-0.296028788,0.083406171,0.47466712,0.092392909,-0.069894175,0.101537273,6.865309164,1.712798681,0.63851567,0.110283727,0.439834725,0.065553438,0.495686915,0.243868894,7.118594145,2.010340319,832,0.002524747,0.015701655,0.360144058,0.162064826,0.180072029,0.077567567,0.086079833,0.378219078,166.6,10
naama_pilot,raise_arms_horizontally,49_1.xlsx,right,1,22,0.197103367,0.128816069,0.605708668,0.221945658,0.257056748,0.079991984,9.545454545,5.535403566,18.72727273,20.89242701,-1.343406533,1.273480599,1.102023524,0.74051574,-6.575230045,8.549775394,28.88001685,18.63881548,1.320272521,1.001518893,0.797844587,0.629899418,5.560726146,8.309296996,18.38414776,17.50519814,832,0.003674236,0.010777144,0.108043217,0.162064826,0.180072029,0.072504389,0.085824801,0.203245061,166.6,10
naama_pilot,raise_arms_horizontally,4_3.xlsx,left,0,11,0.13161241,0.023661669,1.177357235,0.048390191,0.128325638,0.022106679,24,2.529822128,29.27272727,8.533357008,-1.133713568,0.256957788,0.91603475,0.341621599,-0.272166567,0.474196694,13.73245421,8.378819494,1.310985653,0.104603171,0.794751897,0.12249911,0.37115988,0.368477206,12.28987127,2.704285178,398,0.008505815,0.025866975,0.563204005,0.638297872,0.600750939,0.150856233,0.178000786,0.273194464,49.9375,16
naama_pilot,raise_arms_horizontally,4_3.xlsx,right,1,31,0.190243234,0.059953471,0.721868969,0.245452896,0.196298717,0.056940727,6.677419355,2.936972327,8.548387097,4.617637994,-2.04645646,1.195078094,1.494772871,1.124412156,-16.92818805,22.65665384,23.72328324,20.33287189,2.699381374,1.784658377,1.353812546,1.040474902,13.98336193,20.05629629,40.9943435,30.43305187,398,0.008411303,0.014294562,0.563204005,0.525657071,0.600750939,0.087575864,0.097771108,0.117653144,49.9375,16
naama_pilot,raise_arms_horizontally,50_1.xlsx,left,1,9,0.161378867,0.154163674,1.006146058,0.054925332,0.239256046,0.168498247,25.22222222,8.273115764,36.22222222,15.96697982,-0.82178502,0.635377991,1.067040965,0.380285776,-3.510385645,7.379489366,23.27974118,10.24852467,1.042417289,0.217927445,0.649466917,0.185114535,0.464905535,2.908961633,12.05892669,5.918973915,430,0.006787814,0.023464282,0.104408353,0.382830626,0.348027842,0.12246998,0.147339925,0.344072319,86.2,10
naama_pilot,raise_arms_horizontally,50_1.xlsx,right,1,9,0.163019681,0.073506886,0.883135748,0.119077247,0.177498919,0.145636218,12.11111111,6.772083218,41.66666667,14.52583905,-0.535418294,0.200989077,1.515158264,0.782567182,-1.51955615,3.637979543,35.37737348,18.87734737,2.319019982,1.42420747,1.623426646,0.692404242,12.62275195,16.02388514,38.97425741,23.24773415,430,0.007058719,0.022905222,0.313225058,0.034802784,0.348027842,0.158154728,0.164526832,0.328192145,86.2,10
naama_pilot,raise_arms_horizontally,51_3.xlsx,left,0,11,0.19780208,0.014595206,0.998744125,0.033645472,0.199414694,0.022575217,26.18181818,6.630508002,42.09090909,8.37203136,-0.587826032,0.1225892,0.634269173,0.06413764,-0.213056026,0.129570315,5.677920378,0.997384635,0.962910402,0.225653114,0.576805148,0.159131081,0.158218786,0.201345157,8.820382893,4.276203524,551,0.004702912,0.019539099,0.027173913,0.434782609,0.407608696,0.17206063,0.183022721,0.241105192,73.6,15
naama_pilot,raise_arms_horizontally,51_3.xlsx,right,0,11,0.197009699,0.015683478,1.000418973,0.07243968,0.286345592,0.087313034,23.72727273,5.001817851,39.27272727,13.62417637,-0.591908624,0.180768272,0.867807622,0.10763645,-0.836117907,0.995918831,12.19675336,2.235548509,1.03756809,0.150833757,0.808724241,0.138986697,0.487386774,0.999211218,14.25365205,3.003338785,551,0.005141979,0.020185834,0.434782609,0.027173913,0.407608696,0.187668204,0.190208131,0.24674188,73.6,15
naama_pilot,raise_arms_horizontally,5_2.xlsx,left,0,12,0.117112767,0.015386077,1.247097334,0.068684506,0.216005308,0.192023132,29.16666667,4.2604595,42.33333333,10.09350226,-0.740174473,0.130965381,0.730823305,0.11749765,-0.353773411,0.788081834,9.581833549,1.842995006,1.177285178,0.169985216,0.689616348,0.116729678,0.503879367,0.388823384,10.88182753,2.051583807,551,0.004826629,0.025117775,0.271493213,0.325791855,0.380090498,0.20017463,0.239253282,0.420062672,78.92857143,14
naama_pilot,raise_arms_horizontally,5_2.xlsx,right,1,21,0.317087704,0.105132372,0.853344543,0.236947537,0.328193523,0.10524292,7.523809524,3.696201396,21.33333333,11.2620306,-0.862137094,0.484498297,1.063468361,0.612391399,-2.225361629,5.889801194,19.65132986,11.60251053,2.344897726,1.456509491,1.537693111,1.16298854,13.46252096,20.12947362,37.10296014,29.9566268,551,0.006091625,0.018811775,0.407239819,0.325791855,0.380090498,0.136369289,0.169251742,0.308184953,78.92857143,14
naama_pilot,raise_arms_horizontally,6_3.xlsx,left,0,13,0.207558544,0.101875001,1.20254369,0.069753266,0.186001253,0.025556619,33.38461538,8.026398752,48.46153846,6.239863575,-0.635607933,0.076808956,0.532020288,0.099816782,-0.113243043,0.152667281,7.708728226,1.809716281,0.918380084,0.143742658,0.571182222,0.109472415,0.370090619,0.436919703,9.150411315,2.924776746,745,0.004191094,0.019866033,0.28150134,0.341823056,0.321715818,0.187973516,0.19674377,0.35963493,93.25,16
naama_pilot,raise_arms_horizontally,6_3.xlsx,right,0,13,0.371752333,0.097360084,1.196553134,0.080707196,0.383326814,0.102023091,17.92307692,6.763400753,33.07692308,8.6839079,-0.752669618,0.195548978,0.917297584,0.254559956,-2.457937849,2.245508923,12.46875743,3.470841201,1.513819941,0.522348948,1.540403593,0.401835089,-0.416053601,2.852392235,33.84404601,8.191801252,745,0.004733324,0.01978846,0.28150134,0.341823056,0.321715818,0.179852253,0.194918476,0.360293387,93.25,16
naama_pilot,raise_arms_horizontally,7_2.xlsx,left,1,10,0.195921345,0.071992484,0.854816576,0.059025049,0.235272992,0.126779727,21.3,7.227263198,41.3,13.73600298,-0.4808486,0.226584971,1.604205633,0.826026029,-2.077158063,5.538495223,32.32707921,13.74738984,0.974207427,0.308280211,0.828993338,0.126396118,2.73256741,1.691179374,14.49897665,4.515957062,437,0.005361333,0.019732472,0.342075257,0.410490308,0.376282782,0.152661996,0.184058173,0.306546339,79.72727273,11
naama_pilot,raise_arms_horizontally,7_2.xlsx,right,1,18,0.245704881,0.11382839,0.751265842,0.247655105,0.243206176,0.116997222,5.944444444,2.754081938,18.22222222,10.69114838,-1.020874905,0.529310162,1.140591798,0.666575767,-5.29702757,8.936467419,18.87039014,12.04685412,2.503740046,1.649126198,1.475347105,0.976360635,13.13360387,14.49793723,43.94892933,30.5133572,437,0.006547633,0.018937823,0.342075257,0.410490308,0.376282782,0.15008909,0.160545932,0.271027234,79.72727273,11
naama_pilot,raise_arms_horizontally,8_1.xlsx,left,0,8,0.196825217,0.095088934,1.192785366,0.076680264,0.179811263,0.018940571,35.25,13.253032,50.25,17.99007663,-0.653177249,0.167927375,0.97280949,0.64955155,0.333279462,0.88771298,17.14502322,20.47731252,0.936671071,0.295153171,0.602182175,0.128605993,0.461344059,0.438793688,11.25370358,3.342718485,571,0.00560364,0.022050535,0.026200873,0.23580786,0.262008734,0.156164235,0.23034011,0.315782093,114.5,10
naama_pilot,raise_arms_horizontally,8_1.xlsx,right,0,8,0.348428736,0.062798293,1.114651209,0.094745938,0.316261565,0.087602871,17.125,6.151364541,39.75,14.32031524,-0.684387358,0.306581901,0.92464691,0.163259527,-1.280243204,1.41585789,14.15953891,3.201171562,1.51116524,0.657006648,1.611996503,0.303817279,2.608361703,7.602883108,36.69660177,10.38755543,571,0.005606443,0.021103326,0.026200873,0.23580786,0.262008734,0.161067001,0.227714332,0.303999625,114.5,10
naama_pilot,raise_arms_horizontally,9_2.xlsx,left,1,11,0.092857444,0.06309267,1.113456421,0.119041089,0.140237143,0.132256204,21.27272727,3.289100457,39.36363636,25.48439808,-0.878751612,0.312012892,0.971887005,0.274625959,-1.616814463,3.864769405,13.91026644,6.131938038,1.460836308,0.299732598,0.947212976,0.394576838,1.4172226,1.335643709,16.06148514,9.444167729,410,0.007634635,0.028106507,0.510948905,0.437956204,0.474452555,0.18468998,0.192594132,0.328569055,63.23076923,13
naama_pilot,raise_arms_horizontally,9_2.xlsx,right,1,15,0.136529907,0.069993672,0.773581129,0.322083882,0.166930257,0.057939504,8.8,4.109223076,15.2,13.92428505,-1.816930751,1.091944645,1.391613583,0.701538354,-9.356082106,11.96666595,32.46066679,15.89505654,2.244365065,1.41149915,1.29952903,0.951846064,10.8871004,10.60233274,29.20470541,27.90034566,410,0.008736343,0.022582266,0.145985401,0.401459854,0.474452555,0.159294345,0.160721907,0.210958734,63.23076923,13
naama_pilot,bend_elbows,10_3.xlsx,left,0,9,-0.021540111,0.012011107,0.995464977,0.023775085,-0.003488843,0.020483088,5.444444444,0.726483157,35.77777778,10.92906421,-0.856870514,0.259474095,2.571382511,0.362198349,-6.24313851,2.277651906,40.92440652,6.155220403,5.348804917,0.566300397,3.009989757,0.271465588,30.7122144,14.50890816,86.4485099,5.918355175,212,0.016968021,0.029268902,0.772833724,0.56206089,1.264637002,0.125401881,0.153113605,0.173116474,23.72222222,18
naama_pilot,bend_elbows,10_3.xlsx,right,0,9,-0.01287777,0.028562469,0.978643645,0.018762443,-0.009639813,0.024112278,5.222222222,0.666666667,37.11111111,10.22795733,-0.80290414,0.263045667,2.32188474,0.338403171,-4.73852062,2.75204167,36.62161911,6.989019277,5.423570193,0.563056721,2.864434136,0.641542035,28.78550374,15.1049778,84.36614203,7.86442203,212,0.016528731,0.027265071,0.772833724,0.56206089,1.264637002,0.126101956,0.150563796,0.155355295,23.72222222,18
naama_pilot,bend_elbows,11_3.xlsx,left,0,7,-0.023136064,0.00885239,0.987492309,0.029951086,-0.016418711,0.004534402,5.571428571,0.534522484,21.14285714,3.132015934,-1.360110183,0.235545812,2.968295028,0.190394525,-9.01420345,2.559384106,44.80843481,4.034233243,5.19203913,0.584884397,3.159590636,0.17003603,32.6399236,8.868906782,85.95900215,11.16710127,216,0.015925658,0.032445222,0.068965517,0.827586207,0.896551724,0.192146649,0.226359582,0.233515813,33.46153846,13
naama_pilot,bend_elbows,11_3.xlsx,right,0,7,-0.00712173,0.015054308,0.960897034,0.032650624,-0.004012655,0.025724703,7,2.768874621,21.42857143,3.10145895,-1.324790397,0.200739801,2.704744548,0.172502834,-6.004891976,1.470363294,42.01323618,7.117953325,4.479126192,1.372294254,2.929407102,0.384854788,19.9926095,17.36169745,82.45615589,19.00501846,216,0.014835174,0.029897696,0.068965517,0.827586207,0.896551724,0.176962642,0.20449646,0.215790691,33.46153846,13
naama_pilot,bend_elbows,12_2.xlsx,left,1,12,0.038487501,0.081524067,0.959834102,0.041310052,-0.001873145,0.017985512,11.16666667,3.639014186,25.08333333,3.895412998,-1.144275317,0.226830225,2.449731859,0.543803725,-4.732161243,3.226057268,34.57263239,11.8639529,2.695594473,1.011915538,2.719378779,0.411658369,5.070374656,8.707807208,59.27152225,22.70362456,280,0.013595702,0.034704304,0.693950178,0.587188612,0.640569395,0.213952183,0.230665697,0.289001767,46.83333333,12
naama_pilot,bend_elbows,12_2.xlsx,right,1,11,-2.60E-05,0.021979117,0.921484729,0.086696437,-0.001435856,0.022164086,12.27272727,7.198484689,27.36363636,14.05896673,-1.264093252,0.966469928,2.369266176,0.422032064,-5.882792294,2.870955648,36.09687858,13.66982765,2.910483736,1.527379009,2.398019691,0.60016582,10.53881995,20.34011547,50.96865938,27.14029987,280,0.013147602,0.033329906,0.693950178,0.587188612,0.640569395,0.195035493,0.198523841,0.263096304,46.83333333,12
naama_pilot,bend_elbows,13_1.xlsx,left,1,11,0.11613262,0.249308733,0.957941806,0.024364459,0.116629724,0.252020346,5.727272727,2.004540301,55.36363636,4.129714936,-0.420215183,0.142296962,1.59254507,0.494795842,-2.846630074,1.809676003,23.12967791,8.554224176,4.476596636,1.675899456,2.347732257,1.000345397,20.68348129,18.67079355,74.5707958,28.93281066,423,0.008291529,0.019159818,0.883392226,0.424028269,0.459363958,0.133702165,0.153213404,0.203132158,65.30769231,13
naama_pilot,bend_elbows,13_1.xlsx,right,1,11,0.032670527,0.076047471,0.989186616,0.021171486,0.031898023,0.073847671,6,2.75680975,57.72727273,4.692353548,-0.451291223,0.081825838,1.851867015,0.230055394,-3.303663464,2.122900676,29.15355425,3.232121263,5.099079707,1.499244698,2.7051353,0.581042268,24.26691141,18.09718085,85.10724521,28.34717085,423,0.008221823,0.01786795,0.883392226,0.424028269,0.459363958,0.112214102,0.124188606,0.17286143,65.30769231,13
naama_pilot,bend_elbows,14_1.xlsx,left,0,10,0.000978586,0.013798803,0.9631557,0.016781051,0.060069385,0.034598978,10.2,5.329165038,67.6,8.369255907,-0.397511145,0.047116215,1.534704014,0.227528006,-1.339119623,0.827529325,22.98084543,5.038293838,3.346664762,1.250948086,2.594535142,0.441445569,5.722404489,8.812757445,63.73673989,22.32514825,640,0.00656184,0.024401061,0.210444271,0.233826968,0.257209665,0.099426224,0.125900066,0.504689463,116.6363636,11
naama_pilot,bend_elbows,14_1.xlsx,right,0,11,0.008500251,0.048063482,0.980714259,0.028653298,0.021801078,0.04220031,7.272727273,3.258555173,67.18181818,22.21629214,-0.821403377,1.416851458,1.795105089,0.767045697,-8.177341209,26.14035195,30.59362987,14.53757243,4.379476923,1.629069279,2.794812529,0.402936899,26.48217199,22.12241194,63.8363168,26.88829554,640,0.007085225,0.024658721,0.210444271,0.233826968,0.257209665,0.110831251,0.126868061,0.50730457,116.6363636,11
naama_pilot,bend_elbows,16_3.xlsx,left,0,10,0.070153018,0.023528553,0.961250316,0.017574461,0.076707362,0.017060314,22.6,13.65609347,46.2,10.40085467,-0.587960008,0.108966977,0.867766553,0.115454909,-0.193534923,0.243076709,8.298898052,2.008706062,1.88043473,1.571547777,1.98817645,0.802816051,6.547353538,16.11968292,42.08407572,24.05583354,590,0.005779169,0.018958973,0.355329949,0.38071066,0.025380711,0.159058605,0.172027288,0.214467839,1182,1
naama_pilot,bend_elbows,16_3.xlsx,right,0,11,0.123462264,0.191677351,0.883625859,0.074649175,0.174545761,0.163093171,12.18181818,11.12491062,44.18181818,16.90454484,-0.887961813,1.621278176,1.164760321,0.55594867,-4.012624364,8.421429395,21.8536154,24.102467,2.9472706,1.607455882,2.037126894,0.852952572,14.16145157,17.76675793,53.99013404,28.78787594,590,0.005865838,0.017354479,0.355329949,0.38071066,0.025380711,0.155762861,0.160146927,0.184286441,1182,1
naama_pilot,bend_elbows,17_2.xlsx,left,0,9,-0.000261525,0.016773095,0.973956674,0.022493198,0.002554374,0.024501133,10.77777778,6.610177338,22.77777778,3.270236145,-1.25469873,0.198913902,2.852652985,0.387779373,-6.92343066,4.426832599,44.59954372,4.563671137,3.381057992,1.508254791,2.587758477,0.46165119,12.25868006,17.06591152,59.96323892,17.17940923,297,0.013588247,0.033923794,0.100502513,0.603015075,0.653266332,0.177138134,0.214034113,0.358477113,45.92307692,13
naama_pilot,bend_elbows,17_2.xlsx,right,0,9,-0.004299798,0.009957208,0.976940081,0.026556963,0.013830138,0.01514794,10.33333333,5.522680509,27.44444444,5.456901848,-1.07570877,0.258720194,2.562749026,0.406136432,-2.411593736,4.022415743,45.28328645,9.490864545,3.577988158,1.831465308,2.68309938,0.529261499,15.12050749,14.3116587,63.67729825,24.38339625,297,0.013681873,0.033736106,0.100502513,0.603015075,0.653266332,0.177187499,0.210754362,0.357462013,45.92307692,13
naama_pilot,bend_elbows,18_3.xlsx,left,0,11,0.000316696,0.01804114,1.011939508,0.009498547,0.000219088,0.026638402,7.363636364,2.15743956,80.36363636,18.69370336,-0.380434131,0.086087669,1.644300901,0.227866866,-1.934394175,1.328869278,24.65923045,3.231711199,4.222148812,1.090464619,2.800397455,0.266755828,20.02213624,13.67135345,64.72678412,13.36191897,679,0.007791328,0.022543681,0.286554004,0.264511389,0.242468773,0.173034261,0.254765466,0.328288314,123.7272727,11
naama_pilot,bend_elbows,18_3.xlsx,right,0,11,-0.014703824,0.014635609,1.009832227,0.016109938,-0.003704217,0.015586915,5.454545455,0.687551651,82.63636364,17.28741003,-0.374799661,0.083018572,1.511818006,0.151828534,-0.853320989,0.963031729,22.6944984,3.973696792,5.371897638,0.631100822,2.87428124,0.210024213,30.19744657,9.774737576,80.91263648,13.97687898,679,0.007828758,0.022884042,0.286554004,0.264511389,0.242468773,0.180619934,0.259991112,0.337047009,123.7272727,11
naama_pilot,bend_elbows,19_2.xlsx,left,1,10,0.075187873,0.133906322,0.985300405,0.03476166,0.005670084,0.019476946,6.4,2.170509413,32.2,19.32643555,-1.448633482,1.347265677,2.382771756,0.471295529,-7.137637573,8.451745688,40.36748838,14.62495476,4.414069601,1.344405486,2.613447895,0.489692106,22.4151382,14.48871053,72.3429408,22.16898097,306,0.01409228,0.029739571,0.682926829,0.43902439,0.536585366,0.152125555,0.209296659,0.216553596,55.90909091,11
naama_pilot,bend_elbows,19_2.xlsx,right,0,12,0.029770624,0.163703236,0.969510791,0.034614986,0.063536878,0.153904305,7.416666667,4.420167281,32.83333333,19.9400617,-1.182449949,1.037196117,2.355868261,0.651296393,-8.256760456,8.546308105,38.28015294,13.09070897,4.366124802,1.636310119,2.69773598,0.603040156,23.56348343,17.96085633,75.92764426,18.83041715,306,0.014274775,0.029947351,0.390243902,0.43902439,0.536585366,0.18670553,0.196220493,0.220873845,55.90909091,11
naama_pilot,bend_elbows,1_2.xlsx,left,1,6,0.014128138,0.071912265,1.035263555,0.017657462,0.025532279,0.067489463,5,0.632455532,21.5,5.357238094,-1.409360043,0.532320674,2.943528779,0.527060452,-9.097246929,5.879532243,48.12295634,11.06318445,5.805788613,0.419998094,3.146912732,0.237035796,34.55553217,15.92778838,100.3870525,7.772593302,93,0.029229977,0.046440019,0.957446809,1.755319149,1.117021277,0.174942249,0.212225556,0.251880267,26.85714286,7
naama_pilot,bend_elbows,1_2.xlsx,right,1,6,0.043372751,0.160057653,1.029187514,0.009757442,0.051530199,0.157424486,5,0.632455532,22.66666667,4.760952286,-1.229464254,0.497213417,2.430090881,0.380301576,-3.972336598,4.439731522,40.06317842,9.353382863,5.453413989,0.74453641,3.451615861,0.160361374,46.78696307,11.72189599,95.25854226,17.17936166,93,0.028585503,0.045430555,0.957446809,1.755319149,1.117021277,0.168395578,0.206887771,0.241066457,26.85714286,7
naama_pilot,bend_elbows,20_2.xlsx,left,0,9,0.006096008,0.007089022,0.963172966,0.021716864,0.006230622,0.017871581,17.33333333,9.785192895,25.11111111,4.594682917,-1.134110247,0.213283976,2.332788856,0.385631748,-4.194030917,2.646734359,33.47875687,8.228620514,1.970525254,0.693356212,1.968143224,0.467554771,1.277048362,1.860261775,34.43288977,13.46292236,326,0.011075285,0.031064027,0.412844037,0.504587156,0.550458716,0.20200086,0.278430026,0.303645321,54.5,12
naama_pilot,bend_elbows,20_2.xlsx,right,0,9,0.04315138,0.127007918,0.956968607,0.079833662,-0.008129962,0.017581197,9.222222222,4.437842319,47.77777778,46.628258,-0.760734109,0.288938342,2.249305204,0.514732689,-5.049487325,3.298242201,35.40585855,7.130388558,3.451453796,1.677379481,2.695894773,0.841270673,19.91599271,14.7169052,55.83143714,24.49679868,326,0.011652096,0.02992929,0.412844037,0.550458716,0.504587156,0.150366825,0.27794799,0.287935353,59.45454545,11
naama_pilot,bend_elbows,21_3.xlsx,left,1,14,0.036204661,0.108599725,0.939798231,0.05006207,0.040596068,0.116035391,13.07142857,8.389226477,37.64285714,21.51424266,-0.827677067,0.392177837,2.234051768,0.627216098,-4.861473701,3.461086411,32.96601657,9.72182695,2.86642803,1.545242463,2.429291801,0.689403191,12.08817609,13.65843126,54.07053205,22.25926386,463,0.010432006,0.023820832,0.549568966,0.517241379,0.581896552,0.139782025,0.168081006,0.209926338,51.55555556,18
naama_pilot,bend_elbows,21_3.xlsx,right,1,13,0.047987096,0.105364412,0.932957819,0.029642812,0.022672636,0.021600287,16.23076923,8.917715011,36.38461538,24.54770343,-0.88574758,0.311622307,2.207168675,0.367197752,-4.79123913,3.012646684,34.27890394,5.982130582,2.318159338,1.577193656,2.060229485,0.592198527,5.900514291,13.12937632,44.30505144,22.91332352,463,0.0091137,0.021147197,0.517241379,0.161637931,0.581896552,0.128133455,0.146849585,0.212713962,51.55555556,18
naama_pilot,bend_elbows,22_3.xlsx,left,0,12,0.017169431,0.04995515,0.981515089,0.022120558,0.036240002,0.019310127,10.16666667,5.524052092,74.5,29.33350551,-0.410822675,0.092560543,1.305806975,0.28803408,-0.279906565,0.661949916,18.23144325,7.350641651,3.444784459,1.558661417,2.729453682,0.649742544,14.3309314,14.97251859,62.10971513,25.66276855,818,0.005791584,0.02169824,0.732153752,0.256253813,0.237949969,0.104841085,0.206816088,0.481178743,126.0769231,13
naama_pilot,bend_elbows,22_3.xlsx,right,0,11,0.016380514,0.020184737,0.992412527,0.02229048,0.034583814,0.02166861,11.72727273,6.067798762,67.27272727,7.471156659,-0.417017604,0.052846739,1.220944234,0.287016732,-0.499521122,1.032178054,15.16783378,8.872286761,3.054284415,1.571819871,2.333589582,0.489636751,12.16193223,14.84728705,48.56084356,22.60766006,818,0.005408122,0.021242938,0.018303844,0.256253813,0.237949969,0.151956695,0.218326528,0.457019244,126.0769231,13
naama_pilot,bend_elbows,23_3.xlsx,left,0,11,0.040353905,0.139273178,0.964137699,0.018475678,0.028042661,0.025486758,7.909090909,2.30019762,46,16.26653005,-0.660610077,0.183522322,1.891854059,0.49632682,-1.561263329,1.653869439,29.31205433,10.56053003,3.626478396,0.984220801,2.545769959,0.556458857,11.0336552,14.03947785,62.02827824,14.31685048,352,0.010854183,0.02836062,0.297029703,0.509193777,0.551626591,0.149999625,0.220629764,0.306753679,54.38461538,13
naama_pilot,bend_elbows,23_3.xlsx,right,0,10,-0.007445031,0.018359972,1.014223656,0.011831517,0.034267793,0.037823203,5.8,1.229272594,48.9,12.27870786,-0.61784789,0.104096807,1.678955477,0.225905724,0.083033244,0.539884555,25.95462301,5.069551067,5.193004526,0.783288932,3.018383389,0.399043066,26.03026684,12.88623094,86.69908709,12.25999419,352,0.011416041,0.02740878,0.466760962,0.509193777,0.551626591,0.139187712,0.200542241,0.31226397,54.38461538,13
