,Participant,hand,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
0,10_3.xlsx,left,9,55.377460499352814,32.05746377148664,481.7874052931991,28.00171540468878,111.65452713053035,58.32083329685926,16.444444444444443,10.678378986427564,59.0,10.66536450385077,-189.01496105039274,48.82739017974959,321.7372945851217,35.72178974968266,-362.36024214230287,196.10442807020655,3119.3982145850514,906.5840959248676,1176.8996496781338,815.3012840119804,881.9307873061862,393.4044120215551,4631.501568460965,7626.5528114535955,21394.29575703262,13183.579723243189,444.0,3.6608868165189503,10.892911439507962,0.2696629213483146,0.10112359550561797,0.3033707865168539,70.75824781656786,74.14802266954898,125.3189222649831,98.8888888888889,8.999999999999998
1,10_3.xlsx,right,9,179.1505811627709,89.88855159049594,502.16899476441955,19.32524762040907,123.77680704635752,75.49204140989055,18.333333333333332,8.631338250816034,59.0,16.77050983124842,-190.3195216142208,38.74725015884445,268.3454532065076,84.08552299763102,-475.4923005498479,348.3790628241261,2550.5865231735797,1242.5783790824187,664.0338975887071,476.5798924451089,474.3957547719643,308.81397997699946,970.4125911060411,4650.60628577016,10995.382078500528,9143.836088536353,444.0,2.975288903350553,9.39279875426012,0.16853932584269662,0.10112359550561797,0.3033707865168539,73.94330925669409,88.09585242771864,89.53456051392747,98.8888888888889,8.999999999999998
2,11_1.xlsx,left,8,27.557074592444458,31.98462643250138,482.5103411288949,12.47851633467686,9.379692249388798,3.997264135132779,36.25,5.599744892148468,68.25,5.849297882163783,-207.3482476518085,22.37955702906763,291.52732939431576,97.7300919539834,-188.30183270482596,88.88331799750536,3678.0630359717784,3765.063417505872,380.2005387470517,39.68229995710844,207.5680200040043,43.47039145935831,-20.171150049697545,89.76914946769482,2881.699952743154,684.0577969312932,603.0,1.845111957820822,10.732410896017575,0.24834437086092717,0.19867549668874174,0.22350993377483447,51.2740579642351,67.68185088241697,236.26475585989172,134.2222222222222,9.000000000000002
3,11_1.xlsx,right,8,50.14729517649933,69.71025066261613,477.1844561536208,19.9468502964706,18.28312393923239,5.694629552352263,29.125,11.764808297873547,68.5,9.957050624700926,-201.4418698573436,38.34131862052214,278.097775724517,37.86789878681351,-264.2452329039468,100.99367963721372,2292.6726398105384,730.6060800613651,555.3852495802189,368.61210536301655,379.02882131245167,214.501555291026,1001.2458843751198,3134.1342908047354,8038.413461471901,7141.635700924152,603.0,2.097255192121358,10.391622985088352,0.24834437086092717,0.19867549668874174,0.22350993377483447,47.66496485693725,69.87354342890067,222.76303993414572,134.2222222222222,9.000000000000002
4,12_1.xlsx,left,13,76.29586618272047,71.25876841746518,497.85157299350055,10.865580271019581,94.25970946889825,65.16042103057877,13.538461538461538,7.32137719985551,43.46153846153846,29.708627772123098,-467.35080811972205,390.2009101979335,493.06946348355984,440.8844458148715,-1881.2232023618003,3301.423134688707,7487.953239727965,9097.494866316507,1270.6795184491818,844.0308408636004,919.2623076442388,487.4536474704186,4463.297992972491,9547.16110562052,21954.90856580064,15262.571647878349,462.0,4.0945543686469446,11.073322140874474,0.4535637149028077,0.3239740820734341,0.06479481641468682,74.18378296312876,81.43808453559069,93.36595083093432,463.00000000000006,1.9999999999999998
5,12_1.xlsx,right,11,119.09425473581395,90.21607997239171,492.31864814463586,6.7762695086616915,126.16781070289686,83.1757362904371,15.909090909090908,4.2060562396274594,54.90909090909091,21.22477111987098,-208.91001231895154,64.28421213531763,303.153605308966,37.656078672804,-396.7287474459988,234.13107020633575,2797.0551199585534,664.477152566759,727.3711014737946,221.80764778304626,630.840386398551,319.4435103445104,-1151.8967487415712,1734.4114864476655,11740.73801226486,6078.100358340547,462.0,3.4570443388705994,10.049900942883008,0.03239740820734341,0.29157667386609065,0.3239740820734341,70.66031603828498,71.71758427467402,99.19604844544799,92.60000000000001,9.999999999999998
6,13_1.xlsx,left,15,87.90050536805241,82.82119153410041,577.8121938317403,34.81360987759546,121.31149894873803,88.22390408325886,16.4,11.299810365033313,34.2,27.746814488977186,-791.5198637285499,814.6114550613795,957.1227513546496,599.6501851200167,-7231.492420987353,13237.733476427484,16579.542271582875,11705.105449120774,1491.1279461046313,1155.3602489963985,869.4596567438912,434.75381310035203,1823.2932760302049,5353.553458492562,26510.177760347386,17934.023288828514,592.0,4.240213502786883,12.03940127773073,0.2274641954507161,0.27801179443976415,0.05054759898904802,93.70628615965735,94.94057079656734,136.10255942412687,593.5,2.0
7,13_1.xlsx,right,13,111.60346784307733,88.65672835204484,547.9645990604832,132.5640024069459,123.85051850301525,80.898106592634,20.0,6.570134448142342,38.46153846153846,21.585548346889347,-482.50829356918496,599.1673271232279,523.5799291124838,351.2235084907021,-2866.9801970034628,7740.416322081616,8055.503821517291,7998.800011196835,670.5518338518682,205.60320441147366,602.4024382833991,411.9428837306037,-821.3225348724798,1638.1618640785373,12290.034547320984,8390.094250880074,592.0,3.4346788921229705,11.577895929200082,0.02527379949452401,0.27801179443976415,0.05054759898904802,87.02499103610529,97.15265273517907,139.19154833585742,593.5,2.0
8,15_2.xlsx,left,13,60.307089392170674,46.6118468995547,518.0693204247041,26.557888692780537,38.90720288811108,34.99882116262836,23.923076923076923,7.772403515660803,44.07692307692308,9.349345239654829,-334.7268157667644,63.906068588323365,478.6707844569616,68.59098306743132,-163.6271428139624,131.31506352961907,4030.019495370669,999.0837956312763,609.1708594610369,147.09228323262775,403.12987902408844,79.127600021043,219.69785966835707,502.5960879226718,4746.4295388059,1128.9067324367757,657.0,2.990099911386385,10.519209587409275,0.022796352583586626,0.4331306990881459,0.41033434650455924,103.16727033943278,115.38512130413828,118.83980987711345,73.11111111111111,18.0
9,15_2.xlsx,right,13,23.56335684804799,27.204848952781152,510.26489480529233,10.125963257515416,15.821128938467524,11.360181108063616,18.615384615384617,3.0967311135685636,45.07692307692308,10.657247443731569,-345.43355171348804,100.89350366049722,478.1806590356064,73.85302314482661,-303.3726932996847,333.0638235371141,3648.699063106253,942.0469794210264,802.41631229872,164.2368150848374,445.03804103155863,112.31778709458644,426.8771524221704,414.045517661355,6316.701486710992,1901.7067800902723,657.0,3.037102507778206,10.88629538164814,0.022796352583586626,0.4331306990881459,0.41033434650455924,95.74749907765946,116.32825056431665,133.1275222809476,73.11111111111111,18.0
