,Participant,hand,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
61,3_1.xlsx,right,10,42.330244143061975,3.912766730892983,124.12070777330173,5.791205330674346,45.129268591649954,8.659231601938043,21.5,5.233439489369194,32.5,8.618455649231931,-75.90836906650746,16.511417627566704,72.34917573399763,7.569143749807091,-39.56229907578202,60.29232367830611,1113.4228239195854,193.94408862310797,122.30186020451606,42.02584964667532,102.66255413985428,55.57391209770415,-24.371408365528378,125.79501119782059,1950.4947836051022,1254.4413326001925,321.0,0.7184656649411079,2.4525165147678645,0.32558139534883723,0.5581395348837209,0.5116279069767442,14.019510282215276,15.059003153338567,30.64909920616921,58.63636363636363,11.0
62,40_1.xlsx,left,10,55.78643183268779,12.757957952889512,128.9740852166755,20.929830532179768,59.94704430732661,14.38079705957999,24.1,10.785278031753387,62.2,33.525446388609886,-53.8381401265287,45.500342869114064,77.74769106026143,33.988614816249914,-75.68055198072005,402.86225822409943,1316.1688013505507,708.448296883457,100.97589770317052,43.25527136490891,87.6689481384919,65.83529999742254,33.27568601268611,342.70722576413635,1662.8115307450648,1636.2156152129503,739.0,0.4423836027536825,2.101553751357806,0.2432432432432432,0.16216216216216214,0.1824324324324324,8.747191388324511,16.02925886196512,48.046453751610194,164.44444444444449,8.999999999999998
63,40_1.xlsx,right,9,53.14107602456318,10.605437395381742,129.63569121594492,11.77177805517507,53.9836139317695,3.7199452321989006,8.11111111111111,5.158595846847387,55.0,25.80697580112788,-71.55166968987282,93.586491906299,107.6159242060305,54.080031497819526,-297.1163167260875,396.03304796418706,2072.298688302801,1609.1580461510268,329.3114095600283,148.59322331344944,229.67520743372154,65.4129024780969,2082.3203754452175,2075.047137308889,5229.402508317319,2226.4394992052867,739.0,0.5013271821664036,1.6925070671363647,0.14189189189189189,0.2432432432432432,0.1824324324324324,11.134217876436818,11.6522491589212,33.571060942046245,164.44444444444449,8.999999999999998
64,41_2.xlsx,left,15,32.63732424947932,10.110251699643987,102.08156557233403,16.62135437380426,32.56605691950262,11.405894165273171,9.733333333333333,5.637459745395295,11.2,7.19325080494606,-312.5540011999996,246.7890085956172,137.37597597064024,97.07652487784475,-755.0414121858281,1424.127838788467,4704.3123401294815,3965.837726603472,284.24188720302914,176.92654830602302,160.29327552753105,105.21318503234042,1644.2965981380187,1693.3359715186793,4268.888149553652,3711.743843776632,310.0,0.9227277359392364,1.400811813549666,0.5296950240770466,0.6260032102728732,1.0593900481540932,6.72215499159475,6.76896722837979,6.773702061670848,28.318181818181817,22.0
65,41_2.xlsx,right,15,44.42342921165151,3.942197443528986,95.32853554572014,21.650437910820525,44.1327145407905,4.268278093148836,8.866666666666667,4.838338951491908,11.733333333333333,6.0764964843081675,-168.53015286095007,135.60080934937557,174.76910064471338,148.88428520544397,-416.9196640583435,1199.1381632309506,4366.0128102023045,3414.7207232365,207.2930477271615,164.34150615191763,108.08616401264884,67.70230470359766,1208.3260823265546,1128.662344560572,2755.140181647713,3000.794419248405,310.0,0.8385030878140766,1.4368275713977587,0.048154093097913325,0.48154093097913325,0.4333868378812199,6.876066514883839,9.787655029166478,11.361876422333433,69.22222222222223,9.0
66,42_1.xlsx,left,9,53.132888413266556,9.791462971696282,108.96857733533096,20.177906446097698,64.19919204751952,12.043508228001533,37.44444444444444,12.904564222699571,65.22222222222223,27.60334118262578,-21.63644066304969,9.635016811483327,35.72098633451474,8.27346397045164,-76.73656978391601,159.47498163741614,517.0204074070997,136.9860683812935,46.901749530880494,18.30852006521473,32.55398193345791,13.39418452247887,46.00187482771012,66.09148547865043,614.5562393573904,250.74625539264179,682.0,0.20882286135094405,1.5149431157377555,0.19751280175566938,0.15362106803218728,0.17556693489392833,6.849925319421674,8.070616164421365,36.46409258000659,170.87499999999997,8.000000000000002
67,42_1.xlsx,right,10,57.04356525479743,9.720190498121625,107.48113272682856,18.410833356564286,59.111363750146154,9.531066356846248,17.5,14.736575812130397,50.7,24.729873971912326,-39.34497796158504,33.23258594154166,75.13120517387529,41.10906919854022,0.4776865360989264,255.64052614604577,1483.3227810968028,596.6898682984934,141.4955693211657,120.21637072097428,80.59859430492995,63.36912796250502,789.9629099219826,1042.6293946045284,1936.8241801691383,1915.1304847546555,682.0,0.3347577344102899,1.621488036734697,0.15362106803218728,0.19751280175566938,0.17556693489392833,7.824520491950204,9.976273476784606,35.99544635791851,170.87499999999997,8.000000000000002
68,43_2.xlsx,left,7,40.52288330132861,3.848003508488921,131.93175439199564,11.719519783193487,45.710290970803776,11.901759330711696,29.142857142857142,4.8795003647426665,47.285714285714285,7.84674636849112,-56.92995574187369,20.191933459345375,59.04729873840291,9.189780636973381,-17.81670681658263,16.287176454312213,603.7345752417796,149.09227239742168,95.96429870519349,23.171591985177827,83.93203365959887,60.48642603036355,12.96685071172311,18.993400427613665,1216.114728630631,1263.7228540658925,372.0,0.6869411924335493,2.549428484502347,0.040160642570281124,0.40160642570281124,0.3614457831325301,17.408540232513445,22.967756868686816,31.99204928095893,83.0,9.0
69,43_2.xlsx,right,7,57.07939042957967,15.550916962165092,129.93899682870872,7.38728319388783,51.083547352436085,14.418069063363854,15.142857142857142,10.123052428797871,40.0,9.018499505645789,-59.108475474071646,12.497424295919638,85.58502668249857,8.822777931874379,-73.8799441496119,100.00484656759137,1232.8628180723524,275.49154958827773,201.9886967765867,138.2174043157125,154.86420313478783,72.9915845228382,650.2627183271288,1040.3493280869534,3795.896416301378,2256.6454531529557,372.0,0.6832703743315149,2.4492451220465683,0.040160642570281124,0.40160642570281124,0.3614457831325301,16.57170442144901,21.43759114612348,31.915509068255787,83.0,9.0
70,43_3.xlsx,left,10,43.64093793166625,1.3212079866548567,131.14625524188048,6.008804755997839,43.11864133479244,1.5496062885122694,27.8,10.315037566582102,41.1,8.672433978480962,-66.62985661720643,14.324454690865167,68.53198448195809,17.750640228542423,-13.618131202827328,13.560726264697507,760.9748033125234,173.8608197165255,101.58423679299602,25.635683470259508,82.43727457873351,34.8184999676037,19.777037384563634,29.770162575333167,1313.2354472715465,674.7221012440116,490.0,0.6615360875608687,2.194920936812216,0.061037639877924724,0.36622583926754837,0.030518819938962362,16.86809593041666,18.766272455822,21.063999864279612,983.0,1.0
