,Participant,hand,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
35,2112202003b.xlsx2,right,7,0.0110872531916293,0.008974859375028297,0.8807314303634949,0.01842929301790561,0.00908745590475658,0.008303472584240886,27.428571428571427,6.8764608837478525,51.142857142857146,4.525062483125561,-0.51177065142932,0.04833688338526294,0.9358192856648921,0.077308935354292,-0.20427750487555743,0.2739210937517453,8.468557928037251,1.3534649983176,0.998455510019768,0.22969688099051824,0.8787330932316465,0.23838648157713627,-0.16264906675301782,0.5903982431713412,10.648256963720046,2.5561141863137657,733.0,0.0040559785512652375,0.02118714330455661,0.020435967302452316,0.20435967302452315,0.22479564032697547,0.24209736221099518,0.27023512090698926,0.32060067808788634,133.45454545454547,10.999999999999998
36,2112202005a.xlsx,left,7,0.04152907011845829,0.012245110660536365,0.8412571692622609,0.009778788150884003,0.04680888146488534,0.04550368721089816,31.285714285714285,4.7509397566616824,46.0,4.618802153517006,-0.516899008126447,0.03507800911249839,0.7341709563416454,0.0857076544788998,-0.1443934229591052,0.18879392305448936,5.765441342368729,1.2240056287595675,0.7797452065817286,0.11151042091266451,0.6493092277894136,0.14260905366026624,0.07588246869148889,0.1598088594225633,7.026622267419961,1.610202771528057,480.0,0.004915066337868612,0.02189278179406172,0.18691588785046728,0.43613707165109034,0.21806853582554517,0.07115470450098095,0.11970085750537135,0.43825557835398793,137.57142857142858,6.999999999999999
37,2112202005a.xlsx,right,7,0.00604886987028774,0.008070134464462933,0.8616002483904436,0.014547556779217583,0.02227500234989775,0.04971088585766258,29.857142857142858,4.8452234702013985,52.142857142857146,6.66904719402933,-0.4852226129863899,0.04615957346742327,0.7041092306958278,0.05180687595805521,-0.09936927332186198,0.18079001764955863,5.478549402899154,0.6319229399125503,0.8809795699451086,0.17143462758581754,0.6552574152621288,0.12594333204664918,0.07753994367341191,0.13164220722893677,7.669220790079682,1.767291680962637,480.0,0.005116517993583999,0.02313436638237197,0.18691588785046728,0.43613707165109034,0.21806853582554517,0.08328226268112093,0.1063787075261021,0.46588234336271944,137.57142857142858,6.999999999999999
38,2112202005b.xlsx,left,7,0.06474838666027395,0.010728662578014726,0.7339021661898881,0.04805633174108969,0.06600679004708292,0.03567111160281694,20.285714285714285,9.068522219088138,64.57142857142857,14.246135649795736,-0.31837314795724253,0.0702322174578887,0.9047313372901513,0.22817602593485714,-0.13917249072556784,0.26446594531891393,16.422029773731953,6.8528197795712735,1.074849491290831,0.26043421646279663,0.6176397365877108,0.24797484754765609,0.742409393807014,0.8939011777358079,10.069475705949108,5.320833635214982,613.0,0.004662751636283687,0.017949336635308497,0.12205044751830756,0.14646053702196907,0.2441008950366151,0.16942972572267823,0.17828781154983647,0.20977299762957216,122.9,10.0
39,2112202005b.xlsx,right,7,0.03227783466019739,0.025092083494896004,0.8368598878975606,0.02347573558172749,0.02366662656841742,0.012574284255234465,23.0,5.5377492419453835,62.857142857142854,14.438704598273022,-0.40157275407163195,0.0867947709935485,0.5976048711824451,0.059286800306109534,-0.29680876253295196,0.16923020420419896,5.175987990360672,0.9951470039937541,1.0909111767821449,0.23725980461679091,0.6488578046297402,0.21240596117506272,-0.21321621964098728,0.36863088213414563,9.755093917581574,4.338995515510974,613.0,0.004597694779693365,0.019456785797852448,0.12205044751830756,0.14646053702196907,0.2441008950366151,0.17316946553756915,0.19419973136315802,0.23959583949647875,122.9,10.0
40,2112202005b.xlsx2,left,8,0.04880037584188443,0.022926666216287514,0.7283056053999271,0.06283996451707688,0.06489937008166659,0.04328282441495833,18.0,4.840306956027833,55.25,11.106626078928869,-0.3763357148674065,0.112259463156786,0.9263077060180659,0.08472861373225327,-0.1582974007505503,0.15549611447544942,15.642464006382319,3.4991727739287204,1.1709534241440305,0.2709364385583224,0.5916216571199735,0.21051323166700975,0.8959421104114597,0.5693239105612756,12.982542406259777,4.769421439275112,526.0,0.004941748324112612,0.01767667394989054,0.25616698292220114,0.028462998102466795,0.28462998102466797,0.17525467923542246,0.1779723397985533,0.17964373235139472,105.39999999999999,10.0
41,2112202005b.xlsx2,right,8,0.024038658995338878,0.026861428082102522,0.8549080881392714,0.02015375656076413,0.04247985086818985,0.06152352698730185,22.875,4.2573465914816,48.625,10.183144336177728,-0.5187643897037959,0.1263558540301943,0.775324122529588,0.06384394031668099,-0.23756260245799526,0.31328445577933506,9.124350948713806,1.4853490173125377,1.1193546434631352,0.23860845962097185,0.7937360241166496,0.33938066776183123,-0.09226218743681248,0.40619580653470494,14.212512338631988,6.492316823805692,526.0,0.005408972037999792,0.020640380970682503,0.25616698292220114,0.28462998102466797,0.028462998102466795,0.19261949722376007,0.20422192170675446,0.21437522899694073,1054.0,1.0
42,902202101a.xlsx,left,8,0.008732813941924369,0.006327803647437247,0.852647672609478,0.02073494648450196,0.005440166125710743,0.005875531542346071,25.125,3.3139316313320126,60.25,5.650537269018886,-0.4240744849361526,0.04179147216913658,0.6694055094652526,0.06996329539465784,-0.110339785496108,0.1067659648401076,5.917067917247955,0.7772009561833769,1.0209335038110887,0.15686691737986153,0.69808598004142,0.1382769933176631,0.2806975455884763,0.15567497459600016,7.50241498957815,2.3916296773943384,727.0,0.00411432382645538,0.020413449736278066,0.06177076183939603,0.20590253946465342,0.22649279341111878,0.14846021988061148,0.2953205695104602,0.30150920716810664,132.45454545454544,11.000000000000002
43,902202101a.xlsx,right,8,0.011599047842912838,0.006318542146895773,0.7509903157537575,0.03725097930889092,0.007769704261468284,0.0028446227244593994,23.375,7.595816517756901,52.375,8.382592507265109,-0.4372222099752631,0.10926664804926885,0.7371328241345368,0.04694453365747089,-0.15199041886399658,0.0698502890931562,7.225812222016098,0.969975596026431,1.0028780820205563,0.22150579919069294,0.6931407316290426,0.11031111557158305,0.11423710790614,0.3303429728323803,7.794835455294313,1.7609171244166943,727.0,0.004002886831767725,0.019706832170242987,0.06177076183939603,0.20590253946465342,0.22649279341111878,0.1595528621334935,0.24652137164508733,0.2781192786357501,132.45454545454544,11.000000000000002
44,902202103b.xlsx,left,8,0.02986320349566386,0.024387269431534627,0.9585093733867138,0.014279346469843563,0.014509191894241307,0.012780791880978599,39.875,7.356969484781081,47.75,16.359793921161025,-0.6341459799134307,0.14415497769114705,0.9103171269978471,0.04106617751593672,-0.11556063231627278,0.1381364031070034,8.317768841362414,0.5194586889990606,0.7196146592228343,0.1455142192846386,0.5887136748603825,0.15263994078709062,0.00814911346982548,0.08317018314418347,6.138341880886163,1.9155224722430402,586.0,0.005503232339602134,0.022966328868228438,0.1788756388415673,0.20442930153321975,0.22998296422487222,0.16822908628413133,0.3229361820230182,0.33446542221985665,130.44444444444446,9.0
