,Source,Participant,hand,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
0,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,466.0,0.007314104984115987,0.024295637454813654,0.06423982869379015,0.22483940042826553,0.032119914346895075,0.18307960571046475,0.19241777755186387,0.22306415976823377,934.0,1.0
1,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,747.0,0.004330856738246283,0.0236768993601165,0.2605210420841683,0.2004008016032064,0.22044088176352705,0.1264059727763243,0.27103232964062796,0.5042709738001027,136.0909090909091,11.0
2,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,764.0,0.003486505403195361,0.016304413307601368,0.1764705882352941,0.23529411764705882,0.21568627450980393,0.12847779428089753,0.15651035374415773,0.27890768296138774,139.0909090909091,11.0
3,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,299.0,0.008294155944382925,0.029580802857326914,0.05,0.35000000000000003,0.4,0.23270614581095753,0.23344921218896778,0.3000528437142193,75.0,8.0
4,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,716.0,0.006023822609909962,0.02296718379734209,0.020920502092050212,0.2092050209205021,0.23012552301255232,0.22113410473507,0.24903920832584192,0.3389248799204385,130.36363636363635,11.000000000000002
5,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,579.0,0.006709420513734339,0.024763873325143855,0.3617571059431524,0.25839793281653745,0.2842377260981912,0.19656011216788097,0.2818136685243073,0.30516532988348655,105.54545454545455,11.0
6,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,768.0,0.004919796754470194,0.0222548144148817,0.019493177387914232,0.038986354775828465,0.21442495126705655,0.2137446717095439,0.23332739483563186,0.3388709817653434,139.9090909090909,11.0
7,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,552.0,0.0054377312227772605,0.02386823663714618,0.13562386980108498,0.27124773960216997,0.21699819168173598,0.20755424558656552,0.21552022105009586,0.3663076636975539,138.25,8.0
8,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,509.0,0.005600312736028851,0.022815573648793955,0.29411764705882354,0.2647058823529412,0.23529411764705882,0.18631564659333702,0.2091106697035527,0.29314851477569226,127.5,8.0
9,open_arms_and_forward,ODS,left,327,-0.21715517991870947,0.23794587507420928,0.5605134295839844,0.21865444245988652,-0.20213692699822527,0.23305437376322766,23.53211009174312,13.881997527366357,60.84097859327217,31.862710232086293,-0.4632809033206273,0.39759783947538896,0.7259794113397233,0.42120164297396223,-0.471313335281175,1.5847395137559253,8.4248932401766,6.791016037671487,1.2254338954553552,0.8808465819531021,0.9077485983648392,0.6617063935567576,1.405265005003859,5.091750311222938,16.25621512738339,14.517104025771978,690.0,0.0040253682670626425,0.020040402279905476,0.17366136034732274,0.23878437047756876,0.21707670043415342,0.1889609775891141,0.20345448385889697,0.3376900439064197,138.2,10.0
