,Unnamed: 0,Exercise,Source,Participant,hand,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
0,0,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,493.0,0.0077280480248319,0.0197478950601316,0.3643724696356275,0.0303643724696356,0.3947368421052631,0.1506036563463808,0.1638370073553302,0.1848946896830283,76.0,13.0
1,1,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,350.0,0.0102984439072252,0.0299870557522978,0.3846153846153846,0.6837606837606838,0.2991452991452991,0.1500091681485169,0.1813846076514287,0.4324042648855068,100.28571428571428,7.0
2,2,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,336.0,0.0099949187243667,0.0279765335495897,0.4,0.3111111111111111,0.3555555555555555,0.1402550507052646,0.2289675276398588,0.3407980429884736,84.375,8.0
3,3,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,452.0,0.0098067180621373,0.0275684910827471,0.330760749724366,0.3638368246968026,0.2976846747519294,0.1551361242040762,0.1897908885474406,0.3770238706759695,100.7777777777778,8.999999999999998
4,4,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,437.0,0.0093947198264172,0.0282638262586308,0.0342075256556442,0.2736602052451539,0.2394526795895097,0.1554491373707474,0.2914063185874189,0.3693226894518828,125.28571428571428,7.0
5,5,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,389.0,0.0107055599434288,0.0278017586878159,0.3461538461538461,0.2692307692307693,0.3076923076923077,0.2295041689265466,0.233267211524749,0.2405381840457457,97.5,8.0
6,6,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,384.0,0.0099713552691783,0.0297453815169505,0.3506493506493506,0.2337662337662337,0.3116883116883117,0.1082270972913975,0.2464268489156066,0.4192272412777613,96.25,8.0
7,7,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,387.0,0.0112812983069409,0.030341527011015,0.1544401544401544,0.2702702702702703,0.3088803088803089,0.1932838596300003,0.2389350645748704,0.265806740258858,97.125,8.0
8,8,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,346.0,0.0099432641381725,0.0314388345836354,0.4316546762589928,0.6043165467625898,0.3021582733812949,0.0990322420371189,0.1873939313481873,0.5028902976896291,99.2857142857143,6.999999999999998
9,9,bend_elbows,bend_elbows,ODS,left,231,0.0209900534087587,0.0662312680417575,0.9775221431748288,0.0911561778392863,0.0439903866104833,0.0577130238619692,9.554112554112557,5.991687572786584,52.333333333333336,17.27190900218358,-0.5947750710339355,0.3197525636276014,1.6714088548483443,0.4830350840770165,-2.376781507217689,2.4324960931169985,24.57499307940438,8.857439761158945,3.7868688092648752,1.682668555803993,2.575409164162868,0.625931737329068,16.610981811847733,16.54327698906596,63.37356083392616,25.48158081223924,462.0,0.0086132014322521,0.0284518740425085,0.1943844492440604,0.2591792656587472,0.2267818574514038,0.1747348137930305,0.3570461468437678,0.3862006037201092,132.2857142857143,6.999999999999999
