,Unnamed: 0,Unnamed: 0.1,Source,Exercise,Participant,hand,rep_count,start_value_mean,start_value_std,peak_value_mean,peak_value_std,end_value_mean,end_value_std,num_frames_up_mean,num_frames_up_std,num_frames_down_mean,num_frames_down_std,vel_mean_down_mean,vel_mean_down_std,vel_sd_down_mean,vel_sd_down_std,acc_mean_down_mean,acc_mean_down_std,acc_sd_down_mean,acc_sd_down_std,vel_mean_up_mean,vel_mean_up_std,vel_sd_up_mean,vel_sd_up_std,acc_mean_up_mean,acc_mean_up_std,acc_sd_up_mean,acc_sd_up_std,freq num,magnitude mean,magnitude sd,DF3_freq,DF2_freq,DF1_freq,DF3_mag,DF2_mag,DF1_mag,CL,cycles num
151,151,19,ODS,raise_arms_bend_elbows,1502202105b.xlsx,right,0.20199830511508168,-2.3656123581813824,-0.49584747451691635,-1.147660953822462,0.3338260627765225,-2.255350715460223,-0.46333813086843534,0.22483034690527848,-0.3334883976293198,-1.0011454846815764,-0.545495094177921,-1.1841418318071208,-0.18598092581823772,2.367136646462989,0.45846307179394785,-0.2475954225460283,-0.2891679163930406,1.8604902626735056,0.8166680995556556,0.27552176290912145,-0.5835288382361963,0.037133525163231935,-0.7428556617903872,-0.8270407631975836,-0.7376085588504818,-0.30987008760987433,-1.0265719894147147,5.0773091188821144,1.1832501513259757,1.6517772057650608,-1.1057322375168777,0.06809454307415294,0.011301615409017701,0.2992421062312458,0.9514320433975577,2.753066949046958,-0.37295773298452073,0.3481877430723258
152,152,20,ODS,raise_arms_bend_elbows,1502202106a.xlsx,left,-0.3029974576726226,-2.434488497062592,-0.7728726462137712,-1.2520847804607615,-0.07690458668680819,-2.2862622675870212,0.014655444069698258,0.6712583344471114,-0.9867897886577507,-0.6825294825280703,-0.5345261007236697,-0.7327547710322294,-0.36500872374032517,1.0821232158162621,-0.15272290701826194,-0.11642708345708082,0.05297082552663574,-0.055622734692219324,-0.4456343475187199,-0.14142466635249312,-1.025611130462667,-0.40257467804351693,-0.8617628867323793,-0.6328264664955908,-0.7169063228387228,-0.8637799589157821,-1.0876025934606084,-4.388759644743984,3.3711727225472496,2.812435566703263,-0.3563424142220501,-0.16006065793222327,0.22564996036744836,0.5450938478095013,2.982845173927519,1.8008501466786433,-0.4150855196368449,-0.10473940238761018
153,153,21,ODS,raise_arms_bend_elbows,1502202106a.xlsx,right,-0.3029974576726226,-2.362650269634373,-0.25316982006138034,-0.6493335552858026,-0.34098326605826057,-2.325628366538403,-0.39277467354454415,1.646465103349172,0.1320246090685411,-0.9168225995645739,-0.37620066085410037,-1.274674765702695,0.1537226672354897,1.4456775713804346,-0.09734711957805901,-0.04476285217106811,-0.1493468686730788,1.000737406652856,-0.4296952820777411,-0.528644132690226,-0.9059056118515314,-0.4478621332683555,-0.6247045918536007,-0.7589306918765188,-0.833083450273832,-0.6684339309136256,-0.9632801560482063,-4.388759644743984,4.157090156958606,3.065984733414126,-0.3563424142220501,-0.16006065793222327,0.22564996036744836,0.5945861425348998,2.9821885557421552,2.4330477277452878,-0.4150855196368449,-0.10473940238761018
154,154,22,ODS,raise_arms_bend_elbows,1502202107b.xlsx,left,-0.3029974576726226,-2.1342872221625955,0.03500224399777904,1.2218107779866867,0.186008565544664,-2.3219356544612086,-0.5407283430816523,-0.36246084058907374,-0.0971286783373812,-1.4618087631060062,-0.4956798240941896,-3.084330144719565,1.927230893870932,3.733614128553658,0.9611026977016215,0.4721653376372235,0.7947408885556981,4.139626526338697,3.2543275656768977,1.5688858576465121,0.5463166790450968,1.5366252003476621,-0.3763841967932567,-0.6816138754860941,-0.5656101728870692,1.218105259566509,0.02355513706107027,-6.576896142868611,3.6547692998472745,3.4045373042805265,-1.01851100058745,1.9231411661700923,0.14564533356686998,-0.3535588760303815,0.7059647284750168,3.743635719767575,-0.4003848432666084,-0.3312029751175779
155,155,23,ODS,raise_arms_bend_elbows,1502202107b.xlsx,right,-0.3029974576726226,-2.534977873820262,-0.596943198830095,0.018752650130587894,-0.23597313382159954,-2.2106806415877007,0.013548980340081274,0.5542335221788639,-0.23376933150664814,-1.0339691580828259,-0.4003088970452908,-1.5239878980205228,0.10094354265927,1.1308155195775433,-0.2364888808220635,0.32705941267826605,-0.3957304062378868,0.41092053629040554,-0.1304942037474691,0.3201422229462701,-0.3215088595815813,0.5972080027722458,3.517122148679004,-0.8549058807219146,-0.36065928749330445,0.13239885551256525,1.89630964617857,-6.576896142868611,3.239794698446369,3.0258386831017634,-1.01851100058745,1.9231411661700923,0.14564533356686998,-0.2326895303354122,-0.35181452051589324,3.8119130986188097,-0.4003848432666084,-0.3312029751175779
156,156,24,ODS,raise_arms_bend_elbows,1901202101a.xlsx,left,0.9594919492966382,-2.137759178101499,-0.3015067302469045,-10.918567905451892,2.8390895276647075,-2.2027929952308902,-0.10689957468802459,-1.644857741695284,-0.8912313122839327,-2.5887077227652746,-0.7133642987531997,-3.831530861304805,3.4839038153112583,1.726013563699797,5.469208346109535,-12.044269406723407,7.613845411361166,4.914285087443465,6.213340076490277,-0.6236043318663328,-0.2584833983762021,-0.9033143572646489,0.23369240265913602,2.11691093561514,1.590009532980337,-0.8391760109845027,-0.6479366201568709,-11.2385782475689,2.619115275995615,-0.5013167649004754,-1.0037197706049557,0.870870485821639,-1.1708885576187436,-0.9118800052010354,-1.3237059355153746,-1.6026571066439528,0.29335971092737206,-1.4635208387674181
157,157,25,ODS,raise_arms_bend_elbows,1901202101a.xlsx,right,-0.5554953390664746,-2.45513699058061,-0.5271748725344598,0.5412061056919185,-0.00015390940468874254,-2.2710715605188274,-0.4776567101870951,-1.5424610309605677,-0.7035914107175578,-0.9813380955601329,-0.19727830400199026,-1.8189340210974336,1.2674768734880997,2.470582680830054,0.3323013834126278,-0.3266967617180131,0.451040185473297,1.371161327967928,0.054980995309025726,5.753730202893926,3.456860670346384,3.7609768668825,2.7303045268725747,5.309291140670098,5.559000944002511,5.386538071265927,3.525918362624182,-11.2385782475689,6.719043296364871,3.845052973495634,0.5800796244436385,-1.2038615071600156,2.5676164944628046,1.5471156577141445,1.1004374331136622,0.19353512637441556,-0.6130935468475044,0.8011148885322621
158,158,26,ODS,raise_arms_bend_elbows,1901202101a.xlsx2,left,-0.3029974576726226,-2.2450492195030223,0.9275999637883977,0.5402100161112094,0.25959081368253367,-2.0293650652116435,0.9566126630546051,-2.0398164831006187,-1.5706485886776222,-0.9575692286144005,-0.7310296455999015,-1.2653393398578638,-0.5438561361230669,2.6749683663620356,1.435104912872133,-0.966428377272797,1.5265717758191943,2.260812685791341,1.612662541047216,8.365532711360194,1.6155049617290458,5.298694034058804,1.4418417495714821,6.925416466545281,10.26418519216604,7.936926405215065,1.2737354691986305,-17.041896786073345,10.969777759927402,5.244562112733656,-1.663636185208537,1.216659151318581,2.0068407366505725,-0.4139723082732309,1.447523350388971,2.3027138734537314,-0.5871948823396508,-0.3312029751175779
159,159,27,ODS,raise_arms_bend_elbows,1901202101a.xlsx2,right,-0.3029974576726226,-1.9633918211503005,0.8260073719552324,0.40601024628724147,-0.2718663149706521,-2.021644554902437,0.25842350767802885,-2.1373371599908246,-1.725902516325974,-1.0034091862954553,-0.7186738812563908,-1.2271070898722014,-0.5496517114406146,2.0004036536057397,0.7974385372675231,-1.3343913636823184,1.7840889384569911,1.0211336804495688,0.9886588898139749,8.524655057193643,0.7244631560630124,4.144820764316898,0.3469573436999084,14.55877665124184,1.332031843557214,7.143207709418638,1.3175708452052979,-17.041896786073345,11.082990758787211,5.39772651532758,-1.663636185208537,1.216659151318581,2.0068407366505725,-0.5923500748843068,1.7999013451960078,2.4245033516441996,-0.5871948823396508,-0.3312029751175779
160,160,28,ODS,raise_arms_bend_elbows,2001202101a.xlsx,left,-0.3029974576726226,-2.433125319426346,-0.3802344424005986,-0.1304687425993446,0.4369696828851762,-2.0032578227343016,-0.20163059042208797,1.3148948019224713,1.938025837846579,-1.4974620635246043,-0.5656540562146941,-2.289796595384826,0.22735002244358668,1.921015171218849,-0.5949936961720067,-1.2479392939808176,0.6378440377875352,0.7253081070845804,-0.1986522924121901,0.3754415462608131,1.4431435179519014,1.6105426359961617,1.406548010433702,-0.9470529509481878,-0.6685156915599153,1.4547602216379547,1.8850142678337698,-5.958509741224694,2.5721197147711163,3.229283584609316,3.605606357114129,1.8151813126447016,0.08728476566817672,-1.3764145129605023,-0.07044849812778793,4.73455674965352,-0.3889214999598534,-0.3312029751175784
